"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2009","69.07","69.65","72.20","64.08","2.75M","-0.83%"
"08/01/2009","69.65","71.98","76.00","68.85","2.15M","-2.86%"
"07/01/2009","71.70","69.90","72.12","59.49","2.49M","3.46%"
"06/01/2009","69.30","65.77","73.50","64.91","2.39M","5.77%"
"05/01/2009","65.52","50.70","65.80","49.96","1.95M","28.98%"
"04/01/2009","50.80","48.37","54.31","47.26","2.04M","3.19%"
"03/01/2009","49.23","45.56","53.86","41.30","2.18M","6.21%"
"02/01/2009","46.35","46.06","48.42","39.35","1.93M","1.02%"
"01/01/2009","45.88","43.85","52.21","41.60","2.16M","0.64%"
"12/01/2008","45.59","53.00","53.00","36.20","1.87M","-14.77%"
"11/01/2008","53.49","64.30","67.76","47.40","2.12M","-18.11%"
"10/01/2008","65.32","99.45","100.31","59.02","2.39M","-33.46%"
"09/01/2008","98.17","115.50","115.56","88.90","2.35M","-13.92%"
"08/01/2008","114.05","123.42","127.94","110.31","2.00M","-8.01%"
"07/01/2008","123.98","140.44","147.50","120.88","2.14M","-11.34%"
"06/01/2008","139.83","127.22","143.91","121.32","2.15M","9.43%"
"05/01/2008","127.78","112.74","135.14","108.42","2.34M","14.74%"
"04/01/2008","111.36","100.50","117.56","98.99","2.34M","11.03%"
"03/01/2008","100.30","100.12","108.02","96.92","2.22M","0.20%"
"02/01/2008","100.10","91.50","101.27","86.83","2.23M","8.56%"
"01/01/2008","92.21","94.47","98.50","85.00","2.27M","-1.75%"
"12/01/2007","93.85","88.74","95.87","86.56","1.56M","6.33%"
"11/01/2007","88.26","90.94","96.65","87.55","2.22M","-2.62%"
"10/01/2007","90.63","79.25","91.18","75.64","2.11M","14.48%"
"09/01/2007","79.17","72.69","81.05","72.69","1.79M","8.91%"
"08/01/2007","72.69","76.95","77.16","68.14","1.81M","-5.66%"
"07/01/2007","77.05","71.22","78.40","70.92","1.59M","7.90%"
"06/01/2007","71.41","68.15","72.25","67.61","1.72M","4.95%"
"05/01/2007","68.04","67.53","71.80","63.80","2.03M","0.58%"
"04/01/2007","67.65","67.91","69.59","64.76","1.49M","-0.66%"
"03/01/2007","68.10","61.75","69.14","59.79","1.86M","10.03%"
"02/01/2007","61.89","57.16","62.18","56.10","1.77M","7.82%"
"01/01/2007","57.40","60.88","61.64","50.75","2.11M","-5.69%"
"12/01/2006","60.86","63.80","64.92","60.04","1.16M","-5.29%"
"11/01/2006","64.26","58.85","64.77","57.75","1.73M","8.86%"
"10/01/2006","59.03","62.70","62.82","57.39","1.85M","-5.52%"
"09/01/2006","62.48","70.42","70.66","59.32","1.51M","-11.06%"
"08/01/2006","70.25","75.15","78.65","68.82","1.36M","-6.52%"
"07/01/2006","75.15","73.26","78.18","72.11","1.56M","2.23%"
"06/01/2006","73.51","70.25","73.69","66.33","1.54M","4.40%"
"05/01/2006","70.41","71.98","74.97","67.63","1.56M","-2.88%"
"04/01/2006","72.50","66.30","74.79","65.73","1.31M","10.00%"
"03/01/2006","65.91","61.95","67.05","59.26","1.41M","6.72%"
"02/01/2006","61.76","65.76","67.27","57.90","1.20M","-6.41%"
"01/01/2006","65.99","59.35","67.32","59.08","1.38M","11.89%"
"12/01/2005","58.98","55.00","60.40","54.63","1.07M","7.14%"
"11/01/2005","55.05","58.07","60.65","53.75","1.17M","-5.25%"
"10/01/2005","58.10","63.63","63.96","57.05","1.18M","-8.48%"
"09/01/2005","63.48","66.70","67.88","61.00","1.26M","-5.28%"
"08/01/2005","67.02","59.85","68.89","59.37","1.36M","12.89%"
"07/01/2005","59.37","55.70","60.70","55.25","1.17M","6.82%"
"06/01/2005","55.58","50.85","59.59","50.85","1.16M","9.56%"
"05/01/2005","50.73","51.78","52.43","47.47","1.01M","-0.70%"
"04/01/2005","51.09","54.52","57.65","50.35","760.12K","-5.89%"
"03/01/2005","54.29","50.08","56.15","49.05","756.77K","8.45%"
"02/01/2005","50.06","45.48","50.34","42.46","780.98K","9.02%"
"01/01/2005","45.92","39.40","47.35","38.81","716.92K","13.49%"
"12/01/2004","40.46","45.35","45.43","37.00","663.26K","-11.10%"
"11/01/2004","45.51","49.20","49.60","40.05","844.44K","-7.08%"
"10/01/2004","48.98","46.20","51.94","45.80","867.97K","5.61%"
"09/01/2004","46.38","39.90","46.80","39.70","892.32K","17.09%"
"08/01/2004","39.61","39.70","45.15","39.20","878.82K","-1.05%"
"07/01/2004","40.03","34.25","40.05","34.18","860.67K","16.03%"
"06/01/2004","34.50","37.15","39.12","33.08","1.02M","-5.69%"
"05/01/2004","36.58","35.22","38.90","34.95","887.18K","6.09%"
"04/01/2004","34.48","32.23","35.00","29.95","884.49K","9.43%"
"03/01/2004","31.51","32.33","33.82","31.15","932.63K","-2.23%"
"02/01/2004","32.23","29.00","32.35","28.44","820.49K","10.45%"
"01/01/2004","29.18","29.57","32.12","28.81","890.47K","-3.28%"
"12/01/2003","30.17","28.43","31.15","27.76","761.14K","6.05%"
"11/01/2003","28.45","27.98","30.52","26.97","856.73K","2.71%"
"10/01/2003","27.70","27.58","31.50","26.75","901.09K","0.33%"
"09/01/2003","27.61","29.45","29.55","25.05","889.88K","-6.38%"
"08/01/2003","29.49","28.45","30.59","28.02","752.34K","3.95%"
"07/01/2003","28.37","28.20","29.60","27.21","847.02K","0.14%"
"06/01/2003","28.33","26.70","28.52","25.80","806.24K","7.64%"
"05/01/2003","26.32","24.00","27.01","23.34","824.02K","11.15%"
"04/01/2003","23.68","27.56","27.56","23.05","780.43K","-12.88%"
"03/01/2003","27.18","32.45","34.55","24.00","821.99K","-17.11%"
"02/01/2003","32.79","30.89","33.94","30.10","765.23K","5.43%"
"01/01/2003","31.10","29.30","31.80","27.85","837.76K","8.51%"
"12/01/2002","28.66","25.35","31.02","25.12","675.64K","13.91%"
"11/01/2002","25.16","25.77","26.05","22.56","874.18K","-2.18%"
"10/01/2002","25.72","28.85","29.39","25.05","810.23K","-10.54%"
"09/01/2002","28.75","27.40","29.88","26.45","678.86K","4.66%"
"08/01/2002","27.47","25.35","27.92","24.65","698.02K","7.98%"
"07/01/2002","25.44","25.50","26.66","24.65","751.45K","-0.55%"
"06/01/2002","25.58","24.10","25.85","23.22","643.78K","4.62%"
"05/01/2002","24.45","26.00","27.35","23.93","824.16K","-7.63%"
"04/01/2002","26.47","26.36","28.15","23.81","817.43K","2.12%"
"03/01/2002","25.92","21.35","25.95","21.20","695.11K","21.52%"
"02/01/2002","21.33","19.36","21.71","18.80","714.26K","11.21%"
"01/01/2002","19.18","19.46","22.40","18.23","705.66K","-3.62%"
"12/01/2001","19.90","18.92","20.90","17.70","533.51K","3.97%"
"11/01/2001","19.14","20.35","21.65","16.65","769.36K","-6.04%"
"10/01/2001","20.37","23.20","23.25","20.05","694.94K","-12.42%"
"09/01/2001","23.26","26.50","31.05","20.70","879.08K","-11.93%"
"08/01/2001","26.41","25.09","26.79","24.50","610.23K","6.97%"
"07/01/2001","24.69","26.30","26.90","23.97","647.02K","-5.33%"
"06/01/2001","26.08","29.27","30.00","24.91","659.46K","-11.11%"
"05/01/2001","29.34","27.62","29.68","27.01","585.37K","5.20%"
"04/01/2001","27.89","24.85","28.48","24.10","602.75K","12.73%"
"03/01/2001","24.74","25.70","27.25","23.75","620.29K","-3.25%"
"02/01/2001","25.57","26.55","30.36","25.50","527.58K","-4.09%"
"01/01/2001","26.66","24.40","27.48","24.12","668.16K","11.69%"
"12/01/2000","23.87","31.88","32.32","22.90","505.16K","-25.13%"
"11/01/2000","31.88","31.10","34.00","30.32","545.14K","3.64%"
"10/01/2000","30.76","30.20","35.30","29.42","564.92K","3.08%"
"09/01/2000","29.84","31.65","34.98","29.25","711.95K","-5.93%"
"08/01/2000","31.72","26.80","32.80","26.73","567.68K","17.79%"
"07/01/2000","26.93","30.65","31.25","26.65","658.69K","-11.91%"
"06/01/2000","30.57","28.40","31.70","27.58","660.73K","7.98%"
"05/01/2000","28.31","24.10","29.52","24.05","605.29K","18.50%"
"04/01/2000","23.89","25.00","25.22","21.30","520.32K","-3.55%"
"03/01/2000","24.77","28.00","31.95","24.25","672.62K","-11.82%"
"02/01/2000","28.09","26.10","28.78","25.73","616.54K","8.16%"
"01/01/2000","25.97","23.90","27.11","23.04","644.18K","3.55%"
"12/01/1999","25.08","24.25","26.15","23.20","488.57K","6.09%"
"11/01/1999","23.64","21.85","25.90","21.74","608.48K","8.99%"
"10/01/1999","21.69","23.72","23.85","20.20","668.64K","-8.02%"
"09/01/1999","23.58","21.20","24.30","20.74","575.78K","10.55%"
"08/01/1999","21.33","19.28","21.42","19.20","561.77K","10.12%"
"07/01/1999","19.37","17.55","19.95","17.42","573.63K","10.62%"
"06/01/1999","17.51","14.95","17.52","14.53","566.49K","15.20%"
"05/01/1999","15.20","16.70","17.09","14.91","594.22K","-8.27%"
"04/01/1999","16.57","14.70","16.68","14.00","554.69K","8.73%"
"03/01/1999","15.24","10.93","15.28","10.63","679.41K","40.07%"
"02/01/1999","10.88","11.41","11.45","9.90","469.35K","-4.14%"
"01/01/1999","11.35","10.93","12.33","10.42","522.16K","7.79%"
"12/01/1998","10.53","10.44","11.30","9.55","502.08K","0.67%"
"11/01/1998","10.46","13.32","13.44","10.08","580.95K","-20.88%"
"10/01/1998","13.22","14.68","14.90","12.22","615.61K","-9.95%"
"09/01/1998","14.68","12.30","14.90","12.19","592.20K","16.88%"
"08/01/1998","12.56","13.06","13.06","11.55","484.55K","-4.05%"
"07/01/1998","13.09","13.42","13.70","12.25","500.95K","-2.17%"
"06/01/1998","13.38","14.21","14.76","12.15","633.20K","-6.89%"
"05/01/1998","14.37","14.56","15.29","13.65","517.40K","-0.62%"
"04/01/1998","14.46","14.20","14.95","13.32","540.96K","1.40%"
"03/01/1998","14.26","14.30","15.82","11.90","663.87K","0.64%"
"02/01/1998","14.17","15.95","15.95","13.73","490.41K","-11.22%"
"01/01/1998","15.96","16.80","16.80","14.70","533.90K","-3.39%"
"12/01/1997","16.52","18.44","18.48","16.50","371.75K","-12.78%"
"11/01/1997","18.94","20.45","20.45","18.36","423.66K","-5.39%"
"10/01/1997","20.02","19.82","21.75","19.30","544.47K","0.60%"
"09/01/1997","19.90","18.50","20.13","18.15","466.08K","7.51%"
"08/01/1997","18.51","18.76","19.64","18.10","410.17K","-2.27%"
"07/01/1997","18.94","18.54","19.09","17.80","491.93K","2.32%"
"06/01/1997","18.51","19.31","19.62","17.32","444.80K","-4.59%"
"05/01/1997","19.40","18.42","20.60","17.87","386.67K","4.75%"
"04/01/1997","18.52","19.06","19.27","17.54","470.11K","-4.44%"
"03/01/1997","19.38","18.95","20.84","18.68","468.89K","2.81%"
"02/01/1997","18.85","22.45","22.77","18.80","412.70K","-16.30%"
"01/01/1997","22.52","24.50","24.91","22.00","455.21K","-5.42%"
"12/01/1996","23.81","22.85","24.65","22.00","334.39K","4.57%"
"11/01/1996","22.77","22.65","23.99","22.11","422.94K","0.44%"
"10/01/1996","22.67","22.90","25.06","22.62","430.43K","-2.33%"
"09/01/1996","23.21","21.48","24.39","21.45","429.22K","11.69%"
"08/01/1996","20.78","19.00","21.00","18.79","417.85K","9.95%"
"07/01/1996","18.90","18.93","20.55","18.67","439.95K","-0.05%"
"06/01/1996","18.91","17.76","19.24","17.48","411.05K","6.24%"
"05/01/1996","17.80","18.85","19.68","16.75","472.46K","-6.41%"
"04/01/1996","19.02","19.40","23.30","18.08","475.88K","-2.01%"
"03/01/1996","19.41","17.90","20.30","17.20","481.39K","9.29%"
"02/01/1996","17.76","16.60","18.45","16.43","410.02K","7.51%"
"01/01/1996","16.52","18.55","19.31","15.93","505.04K","-9.87%"
"12/01/1995","18.33","17.07","18.53","17.06","357.82K","7.57%"
"11/01/1995","17.04","16.37","17.19","16.21","415.92K","4.35%"
"10/01/1995","16.33","16.16","16.42","15.58","420.09K","1.30%"
"09/01/1995","16.12","16.28","17.04","15.83","443.45K","-0.80%"
"08/01/1995","16.25","16.15","16.51","15.76","393.79K","1.50%"
"07/01/1995","16.01","16.40","16.40","15.41","383.95K","-2.26%"
"06/01/1995","16.38","17.69","18.24","16.20","405.98K","-7.46%"
"05/01/1995","17.70","19.25","19.38","17.31","429.69K","-7.14%"
"04/01/1995","19.06","17.42","19.17","17.28","508.70K","8.91%"
"03/01/1995","17.50","16.92","17.60","16.36","452.34K","3.73%"
"02/01/1995","16.87","16.84","17.57","16.58","413.75K","0.42%"
"01/01/1995","16.80","16.48","17.08","16.05","521.02K","1.82%"
"12/01/1994","16.50","17.12","17.16","15.60","376.26K","-3.57%"
"11/01/1994","17.11","16.92","17.94","16.34","497.98K","1.12%"
"10/01/1994","16.92","17.10","17.32","15.62","459.43K","-1.34%"
"09/01/1994","17.15","16.40","17.20","15.35","411.27K","5.60%"
"08/01/1994","16.24","18.90","19.41","15.60","501.23K","-12.64%"
"07/01/1994","18.59","17.55","18.68","17.01","472.87K","6.11%"
"06/01/1994","17.52","16.44","17.76","15.73","444.85K","6.50%"
"05/01/1994","16.45","15.85","16.79","15.45","488.22K","4.84%"
"04/01/1994","15.69","14.20","15.87","14.05","464.67K","18.42%"
"03/01/1994","13.25","13.43","14.15","12.95","476.30K","-0.75%"
"02/01/1994","13.35","14.19","15.13","12.90","391.99K","-6.12%"
"01/01/1994","14.22","13.55","14.58","13.42","520.02K","7.73%"
"12/01/1993","13.20","14.44","14.62","13.20","468.68K","-9.09%"
"11/01/1993","14.52","15.90","16.41","13.97","550.97K","-8.10%"
"10/01/1993","15.80","17.25","17.48","15.80","432.40K","-9.35%"
"09/01/1993","17.43","17.05","17.57","15.47","564.72K","2.05%"
"08/01/1993","17.08","16.70","17.55","16.25","407.20K","1.97%"
"07/01/1993","16.75","17.51","17.51","15.90","524.51K","-4.34%"
"06/01/1993","17.51","18.61","18.77","17.32","416.70K","-5.86%"
"05/01/1993","18.60","19.25","19.30","18.10","348.25K","-2.87%"
"04/01/1993","19.15","18.93","19.24","18.68","343.37K","1.32%"
"03/01/1993","18.90","18.93","19.68","18.25","431.58K","-0.11%"
"02/01/1993","18.92","18.45","19.20","17.62","387.44K","2.44%"
"01/01/1993","18.47","18.20","18.69","16.82","448.33K","0.98%"
"12/01/1992","18.29","18.91","18.93","17.65","368.18K","-2.92%"
"11/01/1992","18.84","19.50","19.70","18.73","364.40K","-3.14%"
"10/01/1992","19.45","20.36","20.95","19.20","354.07K","-4.38%"
"09/01/1992","20.34","19.95","20.76","19.90","313.93K","2.37%"
"08/01/1992","19.87","20.37","20.42","19.53","299.32K","-2.93%"
"07/01/1992","20.47","20.60","20.84","19.80","357.48K","0.29%"
"06/01/1992","20.41","20.80","21.61","20.35","333.95K","-1.83%"
