observation_date,FDHBFIN,FDHBFIN_CCA,FDHBFIN_CCH,FDHBFIN_CH1,FDHBFIN_CHG,FDHBFIN_LOG,FDHBFIN_PC1,FDHBFIN_PCA,FDHBFIN_PCH,FDHBFRBN,FDHBFRBN_CCA,FDHBFRBN_CCH,FDHBFRBN_CH1,FDHBFRBN_CHG,FDHBFRBN_LOG,FDHBFRBN_PC1,FDHBFRBN_PCA,FDHBFRBN_PCH,FDHBPIN,FDHBPIN_CCA,FDHBPIN_CCH,FDHBPIN_CH1,FDHBPIN_CHG,FDHBPIN_LOG,FDHBPIN_PC1,FDHBPIN_PCA,FDHBPIN_PCH,FYGFDPUN,FYGFDPUN_CCA,FYGFDPUN_CCH,FYGFDPUN_CH1,FYGFDPUN_CHG,FYGFDPUN_LOG,FYGFDPUN_PC1,FYGFDPUN_PCA,FYGFDPUN_PCH
2009-01-01,3265.7,23.78162,5.94540,759.4,188.5,8.09123,30.29964,26.84760,6.12570,492.300,13.55222,3.38805,-98.900,16.400,6.19909,-16.72869,14.51346,3.44610,6341.7,29.32552,7.33138,1598.8,448.3,8.75490,33.70933,34.07849,7.60681,6836338,28.09466,7.02367,1502290,463687,15.73776,28.16416,32.43829,7.27620
2009-04-01,3460.8,23.21026,5.80256,873.4,195.1,8.14926,33.75589,26.12491,5.97422,656.500,115.13376,28.78344,177.700,164.200,6.48692,37.11362,216.24202,33.35365,6518.5,10.99897,2.74974,1712.3,176.8,8.78240,35.62690,11.62665,2.78790,7176464,19.42183,4.85546,1891439,340126,15.78632,35.78865,21.43613,4.97527
2009-07-01,3570.6,12.49355,3.12339,768.2,109.8,8.18049,27.41222,13.30754,3.17268,769.200,63.37133,15.84283,292.600,112.700,6.64535,61.39320,88.45956,17.16679,6782.7,15.89239,3.97310,1450.7,264.2,8.82213,27.20743,17.22487,4.05308,7554537,20.53661,5.13415,1740297,378073,15.83766,29.93163,22.79746,5.26824
2009-10-01,3685.1,12.62561,3.15640,607.9,114.5,8.21205,19.75497,13.45726,3.20674,776.600,3.82976,0.95744,300.700,7.400,6.65493,63.18554,3.90404,0.96204,7034.4,14.57486,3.64371,1141.0,251.7,8.85857,19.36064,15.69053,3.71091,7814359,13.52585,3.38146,1441708,259822,15.87147,22.62336,14.48327,3.43928
2010-01-01,3877.9,20.39844,5.09961,612.2,192.8,8.26305,18.74636,22.62791,5.23188,776.700,0.05150,0.01288,284.400,0.100,6.65505,57.76965,0.05152,0.01288,7513.3,26.34495,6.58624,1171.6,478.9,8.92443,18.47454,30.14116,6.80797,8294251,23.83987,5.95997,1457913,479892,15.93107,21.32594,26.92152,6.14116
2010-04-01,4070.0,19.33969,4.83492,609.2,192.1,8.31140,17.60287,21.33643,4.95371,777.000,0.15447,0.03862,120.500,0.300,6.65544,18.35491,0.15459,0.03862,7856.7,17.87676,4.46919,1338.2,343.4,8.96912,20.52926,19.57428,4.57056,8639220,16.29987,4.07497,1462756,344969,15.97182,20.38268,17.70352,4.15913
2010-07-01,4324.2,24.23366,6.05842,753.6,254.2,8.37198,21.10570,27.42230,6.24570,811.700,17.47619,4.36905,42.500,34.700,6.69913,5.52522,19.09626,4.46589,8211.1,17.64809,4.41202,1428.4,354.4,9.01324,21.05946,19.30116,4.51080,9027611,17.59019,4.39755,1473074,388391,16.01580,19.49920,19.23211,4.49567
2010-10-01,4435.6,10.17430,2.54357,750.5,111.4,8.39742,20.36580,10.70989,2.57620,1021.500,91.95864,22.98966,244.900,209.800,6.92903,31.53490,150.82528,25.84699,8368.9,7.61422,1.90356,1334.5,157.8,9.03228,18.97106,7.91160,1.92179,9395411,15.97344,3.99336,1581052,367800,16.05573,20.23265,17.31993,4.07417
2011-01-01,4481.4,4.10904,1.02726,603.5,45.8,8.40769,15.56255,4.19463,1.03255,1340.400,108.67838,27.16959,563.700,318.900,7.20072,72.57628,196.47235,31.21880,8311.1,-2.77219,-0.69305,797.8,-57.8,9.02535,10.61850,-2.73412,-0.69065,9656573,10.96698,2.74174,1362322,261162,16.08315,16.42489,11.59095,2.77968
2011-04-01,4690.6,18.25000,4.56250,620.6,209.2,8.45332,15.24816,20.02142,4.66818,1619.500,75.65975,18.91494,842.500,279.100,7.38987,108.42986,113.10132,20.82214,8122.7,-9.17174,-2.29294,266.0,-188.4,9.00242,3.38565,-8.76371,-2.26685,9746879,3.72332,0.93083,1107659,90306,16.09246,12.82128,3.79351,0.93518
2011-07-01,4912.1,18.45642,4.61410,587.9,221.5,8.49946,13.59558,20.26942,4.72221,1664.700,11.01099,2.75275,853.000,45.200,7.41740,105.08809,11.64007,2.79098,8462.4,16.38808,4.09702,251.3,339.7,9.04339,3.06049,17.80739,4.18211,10132039,15.50218,3.87555,1104428,385160,16.13121,12.23389,16.76834,3.95162
2011-10-01,5006.9,7.64616,1.91154,571.3,94.8,8.51857,12.87988,7.94608,1.92993,1663.400,-0.31249,-0.07812,641.900,-1.300,7.41662,62.83896,-0.31200,-0.07809,8783.3,14.88775,3.72194,414.4,320.9,9.08061,4.95167,16.05308,3.79207,10452503,12.45556,3.11389,1057092,320464,16.16235,11.25115,13.26449,3.16288
2012-01-01,5145.1,10.89114,2.72278,663.7,138.2,8.54580,14.81010,11.50635,2.76019,1661.100,-0.55347,-0.13837,320.700,-2.300,7.41524,23.92569,-0.55194,-0.13827,9185.1,17.89217,4.47304,874.0,401.8,9.12534,10.51606,19.59271,4.57459,10876394,15.90131,3.97533,1219821,423891,16.20211,12.63203,17.23533,4.05540
2012-04-01,5310.9,12.68660,3.17165,620.3,165.8,8.57752,13.22432,13.52649,3.22248,1659.900,-0.28907,-0.07227,40.400,-1.200,7.41451,2.49460,-0.28865,-0.07224,9379.7,8.38607,2.09652,1257.0,194.6,9.14630,15.47515,8.74774,2.11865,11048217,6.26972,1.56743,1301338,171823,16.21778,13.35133,6.47044,1.57978
2012-07-01,5476.1,12.25274,3.06319,564.0,165.2,8.60815,11.48185,13.03501,3.11058,1645.300,-3.53385,-0.88346,-19.400,-14.600,7.40568,-1.16538,-3.47214,-0.87957,9619.4,10.09365,2.52341,1157.0,239.7,9.17154,13.67224,10.62063,2.55552,11274396,8.10610,2.02653,1142357,226179,16.23804,11.27470,8.44371,2.04720
2012-10-01,5573.8,7.07355,1.76839,566.9,97.7,8.62583,11.32238,7.32973,1.78412,1666.100,5.02513,1.25628,2.700,20.800,7.41824,0.16232,5.15353,1.26421,9909.1,11.86865,2.96716,1125.8,289.7,9.20121,12.81751,12.60169,3.01162,11586560,10.92460,2.73115,1134057,312164,16.26536,10.84962,11.54367,2.76879
2013-01-01,5725.0,10.70620,2.67655,579.9,151.2,8.65260,11.27092,11.30033,2.71269,1796.000,30.03056,7.50764,134.900,129.900,7.49332,8.12112,35.02714,7.79665,10114.8,8.21847,2.05462,929.7,205.7,9.22175,10.12183,8.56563,2.07587,11922454,11.43108,2.85777,1046060,335894,16.29393,9.61771,12.11005,2.89900
2013-04-01,5595.0,-9.18768,-2.29692,284.1,-130.0,8.62963,5.34938,-8.77825,-2.27074,1936.600,30.14876,7.53719,276.700,140.600,7.56869,16.66968,35.18683,7.82851,9964.9,-5.97231,-1.49308,585.2,-149.9,9.20682,6.23901,-5.79747,-1.48199,11906573,-0.53316,-0.13329,858356,-15881,16.29260,7.76918,-0.53175,-0.13320
2013-07-01,5652.8,4.11106,1.02777,176.7,57.8,8.63991,3.22675,4.19674,1.03307,2072.300,27.09010,6.77252,427.000,135.700,7.63641,25.95271,31.11452,7.00713,9904.0,-2.45208,-0.61302,284.6,-60.9,9.20069,2.95860,-2.42226,-0.61115,11980978,2.49185,0.62296,706582,74405,16.29883,6.26714,2.52316,0.62491
2013-10-01,5792.6,9.77210,2.44302,218.8,139.8,8.66434,3.92551,10.26551,2.47311,2208.800,25.51611,6.37903,542.700,136.500,7.70020,32.57307,29.06696,6.58688,10146.6,9.67998,2.42000,237.5,242.6,9.22489,2.39679,10.16398,2.44952,12355194,12.30253,3.07563,768634,374216,16.32959,6.63384,13.09130,3.12342
2014-01-01,5948.3,10.60969,2.65242,223.3,155.7,8.69086,3.90044,11.19296,2.68791,2614.600,67.46470,16.86617,818.600,405.800,7.86887,45.57906,96.33397,18.37197,10299.7,5.99044,1.49761,184.9,153.1,9.23987,1.82801,6.17350,1.50888,12643201,9.21722,2.30431,720747,288007,16.35263,6.04529,9.65537,2.33106
2014-04-01,6018.7,4.70633,1.17658,423.7,70.4,8.70263,7.57283,4.81884,1.18353,2705.900,13.72938,3.43235,769.300,91.300,7.90319,39.72426,14.71651,3.49193,10171.6,-5.00610,-1.25152,206.7,-128.1,9.22735,2.07428,-4.88286,-1.24373,12572021,-2.25832,-0.56458,665448,-71180,16.34698,5.58891,-2.23302,-0.56299
2014-07-01,6069.2,3.34220,0.83555,416.4,50.5,8.71098,7.36626,3.39868,0.83905,2767.300,8.97502,2.24375,695.000,61.400,7.92563,33.53762,9.39010,2.26912,10333.2,6.30500,1.57625,429.2,161.6,9.24312,4.33360,6.50800,1.58874,12784809,6.71355,1.67839,803831,212788,16.36377,6.70923,6.94404,1.69255
2014-10-01,6157.7,5.79061,1.44765,365.1,88.5,8.72546,6.30287,5.96155,1.45818,2793.400,3.75495,0.93874,584.600,26.100,7.93501,26.46686,3.82634,0.94316,10562.6,8.78298,2.19574,416.0,229.4,9.26507,4.09990,9.18023,2.22003,13023818,7.40887,1.85222,668624,239009,16.38229,5.41168,7.69023,1.86948
2015-01-01,6172.6,0.96672,0.24168,224.3,14.9,8.72788,3.77083,0.97141,0.24197,2797.500,0.58667,0.14667,182.900,4.100,7.93648,6.99533,0.58839,0.14677,10630.8,2.57440,0.64360,331.1,68.2,9.27151,3.21466,2.60782,0.64567,13090183,2.03309,0.50827,446982,66365,16.38737,3.53535,2.05390,0.50957
2015-04-01,6163.1,-0.61610,-0.15402,144.4,-9.5,8.72634,2.39919,-0.61420,-0.15391,2798.500,0.14296,0.03574,92.600,1.000,7.93684,3.42215,0.14306,0.03575,10615.5,-0.57610,-0.14403,443.9,-15.3,9.27007,4.36411,-0.57444,-0.14392,13075036,-0.46312,-0.11578,503015,-15147,16.38622,4.00107,-0.46205,-0.11571
2015-07-01,6105.9,-3.72975,-0.93244,36.7,-57.2,8.71701,0.60469,-3.66105,-0.92810,2802.100,0.51423,0.12856,34.800,3.600,7.93812,1.25754,0.51556,0.12864,10661.9,1.74458,0.43614,328.7,46.4,9.27443,3.18101,1.75988,0.43710,13123756,1.48770,0.37193,338947,48720,16.38993,2.65117,1.49883,0.37262
2015-10-01,6146.2,2.63140,0.65785,-11.5,40.3,8.72359,-0.18676,2.66632,0.66002,2810.100,1.14037,0.28509,16.700,8.000,7.94098,0.59784,1.14690,0.28550,11211.0,20.08752,5.02188,648.4,549.1,9.32465,6.13864,22.24722,5.15011,13699868,17.18487,4.29622,676050,576112,16.43290,5.19087,18.74981,4.38984
2016-01-01,6284.4,8.89455,2.22364,111.8,138.2,8.74583,1.81123,9.30211,2.24854,2815.300,0.73950,0.18488,17.800,5.200,7.94282,0.63628,0.74224,0.18505,11463.6,8.91254,2.22814,832.8,252.6,9.34693,7.83384,9.32178,2.25314,13929762,6.65660,1.66415,839579,229894,16.44954,6.41381,6.88315,1.67807
2016-04-01,6279.1,-0.33749,-0.08437,116.0,-5.3,8.74498,1.88217,-0.33692,-0.08434,2819.100,0.53954,0.13489,20.600,3.800,7.94417,0.73611,0.54100,0.13498,11470.4,0.23720,0.05930,854.9,6.8,9.34753,8.05332,0.23748,0.05932,13937309,0.21666,0.05416,862273,7547,16.45008,6.59480,0.21689,0.05418
2016-07-01,6155.9,-7.92627,-1.98157,50.0,-123.2,8.72517,0.81888,-7.62028,-1.96206,2830.100,1.55774,0.38944,28.000,11.000,7.94807,0.99925,1.56994,0.39020,11709.9,8.26593,2.06648,1048.0,239.5,9.36819,9.82939,8.61717,2.08798,14177750,6.84180,1.71045,1053994,240441,16.46718,8.03119,7.08128,1.72516
2016-10-01,6006.3,-9.84082,-2.46021,-139.9,-149.6,8.70056,-2.27620,-9.37211,-2.43019,2843.700,1.91759,0.47940,33.600,13.600,7.95286,1.19569,1.93609,0.48055,11971.3,8.83099,2.20775,760.3,261.4,9.39027,6.78173,9.23266,2.23230,14439326,7.31265,1.82816,739458,261576,16.48547,5.39756,7.58666,1.84498
2017-01-01,6075.3,4.56898,1.14225,-209.1,69.0,8.71199,-3.32729,4.67497,1.14879,2859.131,2.16468,0.54117,43.831,15.431,7.95827,1.55689,2.18828,0.54264,11905.3,-2.21138,-0.55284,441.7,-66.0,9.38474,3.85307,-2.18710,-0.55132,14374457,-1.80106,-0.45026,444695,-64869,16.48096,3.19241,-1.78494,-0.44925
2017-04-01,6151.9,5.01184,1.25296,-127.2,76.6,8.72452,-2.02577,5.13956,1.26084,2864.091,0.69332,0.17333,44.991,4.960,7.96001,1.59593,0.69572,0.17348,11901.1,-0.14114,-0.03528,430.7,-4.2,9.38439,3.75488,-0.14104,-0.03528,14370898,-0.09905,-0.02476,433589,-3559,16.48072,3.11100,-0.09900,-0.02476
2017-07-01,6301.9,9.63608,2.40902,146.0,150.0,8.74861,2.37171,10.11563,2.43827,2867.555,0.48349,0.12087,37.455,3.464,7.96122,1.32345,0.48466,0.12095,12208.0,10.18426,2.54606,498.1,306.9,9.40985,4.25367,10.72091,2.57875,14681827,8.56211,2.14053,504077,310929,16.50212,3.55541,8.93935,2.16360
2017-10-01,6211.3,-5.79238,-1.44810,205.0,-90.6,8.73413,3.41308,-5.62782,-1.43766,2858.136,-1.31603,-0.32901,14.436,-9.419,7.95792,0.50765,-1.30741,-0.32847,12360.6,4.96901,1.24225,389.3,152.6,9.42227,3.25194,5.09453,1.25000,14823106,3.83068,0.95767,383780,141279,16.51170,2.65788,3.90500,0.96227
2018-01-01,6223.4,0.77847,0.19462,148.1,12.1,8.73607,2.43774,0.78150,0.19481,2828.463,-4.17448,-1.04362,-30.668,-29.673,7.94749,-1.07263,-4.08855,-1.03819,13003.3,20.27567,5.06892,1098.0,642.7,9.47296,9.22278,22.47745,5.19959,15436782,16.22637,4.05659,1062325,613676,16.55226,7.39037,17.61704,4.14000
2018-04-01,6225.0,0.10282,0.02571,73.1,1.6,8.73633,1.18825,0.10288,0.02571,2772.949,-7.92883,-1.98221,-91.142,-55.514,7.92767,-3.18223,-7.62265,-1.96269,13088.5,2.61232,0.65308,1187.4,85.2,9.47949,9.97723,2.64674,0.65522,15483548,1.20998,0.30249,1112650,46766,16.55529,7.74238,1.21732,0.30295
2018-07-01,6225.9,0.05783,0.01446,-76.0,0.9,8.73647,-1.20599,0.05784,0.01446,2697.860,-10.98100,-2.74525,-169.695,-75.089,7.90021,-5.91776,-10.39957,-2.70791,13447.9,10.83559,2.70890,1239.9,359.4,9.50658,10.15645,11.44443,2.74592,15778806,7.55584,1.88896,1096979,295258,16.57418,7.47168,7.84862,1.90691
2018-10-01,6270.1,2.82972,0.70743,58.8,44.2,8.74355,0.94666,2.87013,0.70994,2594.652,-15.60259,-3.90065,-263.484,-103.208,7.86121,-9.21874,-14.44629,-3.82555,13879.1,12.62446,3.15612,1518.5,431.2,9.53814,12.28500,13.45597,3.20645,16120742,8.57565,2.14391,1297636,341936,16.59562,8.75414,8.95410,2.16706
2019-01-01,6474.0,12.80074,3.20019,250.6,203.9,8.77555,4.02674,13.65614,3.25194,2536.673,-9.03961,-2.25990,-291.790,-57.979,7.83861,-10.31620,-8.64307,-2.23456,14028.9,4.29415,1.07354,1025.6,149.8,9.54887,7.88723,4.38768,1.07932,16223851,2.55027,0.63757,787069,103109,16.60199,5.09866,2.58307,0.63960
2019-04-01,6625.9,9.27682,2.31921,400.9,151.9,8.79874,6.44016,9.72074,2.34631,2452.784,-13.45187,-3.36297,-320.165,-83.889,7.80498,-11.54601,-12.58635,-3.30705,14078.4,1.40889,0.35222,989.9,49.5,9.55240,7.56313,1.41886,0.35284,16204719,-0.47198,-0.11799,721171,-19132,16.60081,4.65766,-0.47087,-0.11793
2019-07-01,6923.5,17.57408,4.39352,697.6,297.6,8.84268,11.20481,19.21291,4.49147,2436.438,-2.67463,-0.66866,-261.422,-16.346,7.79829,-9.68998,-2.63918,-0.66643,14695.8,17.16801,4.29200,1247.9,617.4,9.59532,9.27952,18.72980,4.38544,16825978,15.04860,3.76215,1047172,621259,16.63843,6.63657,16.23991,3.83382
2019-10-01,6844.2,-4.60794,-1.15198,574.1,-79.3,8.83116,9.15615,-4.50338,-1.14537,2637.320,31.69045,7.92261,42.668,200.882,7.87752,1.64446,37.28714,8.24491,14841.5,3.94623,0.98656,962.4,145.7,9.60518,6.93417,4.02513,0.99144,17187392,8.50084,2.12521,1066650,361414,16.65969,6.61663,8.87262,2.14795
2020-01-01,6949.5,6.10725,1.52681,475.5,105.3,8.84642,7.34476,6.29760,1.53853,3559.553,119.94869,29.98717,1022.880,922.233,8.17739,40.32368,231.84138,34.96857,14407.2,-11.87969,-2.96992,378.3,-434.3,9.57548,2.69658,-11.20119,-2.92625,17228778,0.96201,0.24050,1004927,41386,16.66209,6.19413,0.96666,0.24079
2020-04-01,7052.1,5.86229,1.46557,426.2,102.6,8.86108,6.43233,6.03753,1.47637,4615.353,103.90135,25.97534,2162.569,1055.800,8.43714,88.16793,182.64274,29.66103,16319.6,49.85550,12.46388,2241.2,1912.4,9.70012,15.91942,64.63406,13.27392,20548375,70.48029,17.62007,4343656,3319597,16.83829,26.80488,102.34479,19.26774
2020-07-01,7069.2,0.96875,0.24219,145.7,17.1,8.86350,2.10443,0.97346,0.24248,4872.973,21.72635,5.43159,2436.535,257.620,8.49146,100.00398,24.26715,5.58180,16573.5,6.17528,1.54382,1877.7,253.9,9.71556,12.77712,6.36993,1.55580,21037627,9.41229,2.35307,4211649,489252,16.86182,25.03063,9.86948,2.38098
2020-10-01,7070.7,0.08487,0.02122,226.5,1.5,8.86371,3.30937,0.08490,0.02122,5127.835,20.39173,5.09793,2490.515,254.862,8.54244,94.43355,22.61967,5.23011,16938.6,8.71600,2.17900,2097.1,365.1,9.73735,14.12997,9.10713,2.20291,21651416,11.50330,2.87583,4464024,613789,16.89058,25.97267,12.19105,2.91758
2021-01-01,7038.3,-1.83713,-0.45928,88.8,-32.4,8.85912,1.27779,-1.82036,-0.45823,5401.362,20.78704,5.19676,1841.809,273.527,8.59441,51.74270,23.10536,5.33416,17037.1,2.31931,0.57983,2629.9,98.5,9.74315,18.25407,2.34642,0.58151,22006863,6.51340,1.62835,4778085,355447,16.90686,27.73316,6.73020,1.64168
2021-04-01,7518.9,26.42127,6.60532,466.8,480.6,8.92518,6.61930,30.24053,6.82835,5644.351,17.60163,4.40041,1028.998,242.989,8.63841,22.29511,19.24575,4.49866,17146.5,2.56030,0.64008,826.9,109.4,9.74955,5.06691,2.59336,0.64213,22353532,6.25199,1.56300,1805157,346669,16.92249,8.78491,6.45157,1.57528
2021-07-01,7570.9,2.75684,0.68921,501.7,52.0,8.93207,7.09698,2.79519,0.69159,5911.599,18.50445,4.62611,1038.626,267.248,8.68467,21.31401,20.32720,4.73479,16849.8,-6.98211,-1.74553,276.3,-296.7,9.73209,1.66712,-6.74394,-1.73038,22305879,-0.85363,-0.21341,1268252,-47653,16.92036,6.02849,-0.84999,-0.21318
2021-10-01,7740.4,8.85657,2.21414,669.7,169.5,8.95421,9.47148,9.26060,2.23884,6141.499,15.26100,3.81525,1013.664,229.900,8.72282,19.76787,16.48706,3.88896,17491.3,14.94593,3.73648,552.7,641.5,9.76946,3.26296,16.12062,3.80717,23168329,15.17438,3.79359,1516913,862450,16.95830,7.00607,16.38620,3.86647
2022-01-01,7604.2,-7.10106,-1.77526,565.9,-136.2,8.93646,8.04029,-6.85479,-1.75960,6254.966,7.32274,1.83069,853.604,113.467,8.74113,15.80350,7.59752,1.84755,18119.7,14.11845,3.52961,1082.6,628.4,9.80476,6.35437,15.16371,3.59264,23903280,12.49179,3.12295,1896417,734951,16.98953,8.61739,13.30554,3.17222
2022-04-01,7416.9,-9.97582,-2.49395,-102.0,-187.3,8.91152,-1.35658,-9.49438,-2.46311,6216.801,-2.44810,-0.61202,572.450,-38.165,8.73501,10.14200,-2.41837,-0.61016,18168.9,1.08464,0.27116,1022.4,49.2,9.80747,5.96273,1.09054,0.27153,23933481,0.50507,0.12627,1579949,30201,16.99079,7.06801,0.50635,0.12635
2022-07-01,7251.5,-9.02113,-2.25528,-319.4,-165.4,8.88896,-4.21879,-8.62619,-2.23004,6097.085,-7.77787,-1.94447,185.486,-119.716,8.71557,3.13766,-7.48309,-1.92568,18664.2,10.75836,2.68959,1814.4,495.3,9.83436,10.76808,11.35840,2.72609,24320206,6.41167,1.60292,2014327,386725,17.00682,9.03048,6.62168,1.61583
2022-10-01,7197.8,-2.97317,-0.74329,-542.6,-53.7,8.88153,-7.00997,-2.92940,-0.74054,5944.675,-10.12597,-2.53149,-196.824,-152.410,8.69025,-3.20482,-9.63017,-2.49972,19018.5,7.52198,1.88049,1527.2,354.3,9.85317,8.73120,7.81210,1.89829,24539241,3.58639,0.89660,1370912,219035,17.01578,5.91718,3.65148,0.90063
2023-01-01,7471.4,14.92279,3.73070,-132.8,273.6,8.91884,-1.74640,16.09375,3.80116,5713.249,-15.88320,-3.97080,-541.717,-231.426,8.65054,-8.66059,-14.68603,-3.89300,19413.8,8.22879,2.05720,1294.1,395.3,9.87374,7.14195,8.57683,2.07850,24714826,2.85192,0.71298,811546,175585,17.02291,3.39512,2.89298,0.71553
2023-04-01,7559.0,4.66260,1.16565,142.1,87.6,8.93049,1.91589,4.77301,1.17247,5522.478,-13.58448,-3.39612,-694.323,-190.771,8.61658,-11.16849,-12.70219,-3.33910,20355.4,18.94483,4.73621,2186.5,941.6,9.92110,12.03430,20.85827,4.85016,25482075,12.22878,3.05720,1548594,767249,17.05349,6.47041,13.00793,3.10441
2023-07-01,7515.1,-2.32983,-0.58246,263.6,-43.9,8.92467,3.63511,-2.30290,-0.58076,5352.361,-12.51556,-3.12889,-744.724,-170.117,8.58529,-12.21443,-11.76404,-3.08045,21377.4,19.59522,4.89881,2713.2,1022.0,9.97009,14.53692,21.64688,5.02078,26349499,13.38960,3.34740,2029293,867424,17.08696,8.34406,14.32739,3.40406
2023-10-01,7944.4,22.22118,5.55529,746.6,429.3,8.98022,10.37261,24.88358,5.71250,5238.936,-8.56774,-2.14193,-705.739,-113.425,8.56387,-11.87178,-8.21097,-2.11916,22153.4,14.26268,3.56567,3134.9,776.0,10.00575,16.48342,15.32993,3.63000,26960227,9.16538,2.29134,2420986,610728,17.10987,9.86577,9.59853,2.31780
2024-01-01,8114.9,8.49384,2.12346,643.5,170.5,9.00146,8.61284,8.86500,2.14617,4991.260,-19.37202,-4.84300,-721.989,-247.676,8.51544,-12.63710,-17.61116,-4.72760,22903.1,13.31252,3.32813,3489.3,749.7,10.03903,17.97330,14.23930,3.38413,27533422,8.41516,2.10379,2818596,573195,17.13091,11.40447,8.77938,2.12608
2024-04-01,8210.6,4.68965,1.17241,651.6,95.7,9.01318,8.62019,4.80135,1.17931,4813.840,-14.47731,-3.61933,-708.638,-177.420,8.47925,-12.83188,-13.47814,-3.55461,23159.5,4.45312,1.11328,2804.1,256.4,10.05016,13.77571,4.55376,1.11950,27634108,1.46008,0.36502,2152033,100686,17.13456,8.44528,1.47079,0.36569
2024-07-01,8672.9,21.91089,5.47772,1157.8,462.3,9.06796,15.40632,24.49668,5.63053,4713.975,-8.38544,-2.09636,-638.386,-99.865,8.45829,-11.92719,-8.04349,-2.07454,23943.0,13.30838,3.32709,2565.6,783.5,10.08343,12.00146,14.23457,3.38306,28325715,9.88770,2.47192,1976216,691607,17.15928,7.50001,10.39305,2.50273
