"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/1995","388.60","384.10","391.50","381.50","641.95K","1.12%"
"10/01/1995","384.30","385.90","388.70","382.60","321.70K","-0.57%"
"09/01/1995","386.50","386.40","390.60","383.10","435.57K","-0.10%"
"08/01/1995","386.90","388.20","396.00","385.40","455.58K","-0.39%"
"07/01/1995","388.40","385.20","396.30","383.00","454.52K","0.73%"
"06/01/1995","385.60","386.60","395.00","384.20","499.00K","-0.52%"
"05/01/1995","387.60","389.90","393.90","381.50","582.90K","-0.23%"
"04/01/1995","388.50","395.20","400.80","387.30","536.92K","-1.47%"
"03/01/1995","394.30","377.40","402.00","374.50","778.14K","4.23%"
"02/01/1995","378.30","378.70","382.40","376.30","383.30K","0.16%"
"01/01/1995","377.70","382.40","386.00","372.00","646.28K","-1.74%"
"12/01/1994","384.40","383.70","386.80","377.70","377.24K","-0.03%"
"11/01/1994","384.50","384.70","387.90","382.40","483.73K","-0.10%"
"10/01/1994","384.90","396.20","399.80","383.70","591.46K","-3.19%"
"09/01/1994","397.60","390.50","401.90","389.90","595.28K","1.74%"
"08/01/1994","390.80","390.10","394.00","380.20","572.65K","0.41%"
"07/01/1994","389.20","386.80","394.10","382.00","533.60K","0.49%"
"06/01/1994","387.30","390.40","397.90","380.40","652.33K","-0.69%"
"05/01/1994","390.00","377.70","391.40","373.10","725.46K","3.23%"
"04/01/1994","377.80","394.70","395.80","369.50","529.48K","-4.18%"
"03/01/1994","394.30","381.80","396.50","374.00","641.89K","3.08%"
"02/01/1994","382.50","383.60","392.30","375.70","530.88K","-0.29%"
"01/01/1994","383.60","391.90","397.80","377.20","706.74K","-2.12%"
"12/01/1993","391.90","371.40","393.90","370.40","471.97K","5.38%"
"11/01/1993","371.90","368.60","381.20","360.70","666.68K","0.62%"
"10/01/1993","369.60","356.40","376.70","350.00","579.52K","3.50%"
"09/01/1993","357.10","374.40","375.00","343.00","652.41K","-4.95%"
"08/01/1993","375.70","410.40","414.00","367.00","713.86K","-8.66%"
"07/01/1993","411.30","378.90","411.70","378.10","845.95K","8.47%"
"06/01/1993","379.20","379.70","381.00","361.70","727.87K","-0.29%"
"05/01/1993","380.30","358.80","386.50","354.30","786.10K","6.47%"
"04/01/1993","357.20","338.60","358.50","336.00","600.56K","5.28%"
"03/01/1993","339.30","329.50","341.70","325.80","443.43K","3.10%"
"02/01/1993","329.10","330.20","334.60","327.80","358.35K","-0.48%"
"01/01/1993","330.70","329.10","333.00","326.30","325.22K","-0.72%"
"12/01/1992","333.10","335.80","340.10","332.00","21.93K","-0.72%"
"11/01/1992","335.50","339.90","340.80","328.90","","-1.35%"
"10/01/1992","340.10","348.90","353.40","336.90","","-2.66%"
"09/01/1992","349.40","345.50","354.50","340.30","","1.19%"
"08/01/1992","345.30","360.50","360.60","335.00","","-4.45%"
"07/01/1992","361.40","345.10","362.00","344.30","","4.94%"
"06/01/1992","344.40","338.70","346.90","338.20","","1.77%"
"05/01/1992","338.40","338.10","341.70","335.10","","0.15%"
"04/01/1992","337.90","346.00","346.90","334.90","","-2.20%"
"03/01/1992","345.50","351.30","353.00","336.30","","-2.43%"
"02/01/1992","354.10","359.50","360.50","349.40","","-1.34%"
"01/01/1992","358.90","351.20","361.50","348.50","","1.41%"
"12/01/1991","353.90","371.60","374.90","352.30","","-4.63%"
"11/01/1991","371.10","359.50","371.20","353.60","","3.23%"
"10/01/1991","359.50","357.10","367.40","356.70","","0.62%"
"09/01/1991","357.30","351.30","359.50","346.00","","1.25%"
"08/01/1991","352.90","370.70","370.90","350.10","","-4.83%"
"07/01/1991","370.80","370.20","373.20","362.30","","0.22%"
"06/01/1991","370.00","366.80","377.90","361.50","","1.43%"
"05/01/1991","364.80","358.60","367.70","354.60","","1.98%"
"04/01/1991","357.70","359.10","368.20","352.60","","-0.47%"
"03/01/1991","359.40","368.50","372.80","354.50","","-2.60%"
"02/01/1991","369.00","371.50","373.70","357.00","","0.14%"
"01/01/1991","368.50","395.10","406.90","367.80","","-6.99%"
"12/01/1990","396.20","384.90","396.50","369.10","","2.72%"
"11/01/1990","385.70","383.00","393.30","376.00","","1.15%"
"10/01/1990","381.30","402.90","404.00","361.50","","-6.57%"
"09/01/1990","408.10","390.10","414.30","381.60","","4.86%"
"08/01/1990","389.20","379.30","425.00","379.20","","2.64%"
"07/01/1990","379.20","359.50","382.20","352.00","","5.36%"
"06/01/1990","359.90","367.50","368.90","348.20","","-2.36%"
"05/01/1990","368.60","372.40","377.60","361.00","","-0.75%"
"04/01/1990","371.40","372.30","385.40","367.70","","-0.96%"
"03/01/1990","375.00","409.30","410.40","362.50","","-8.29%"
"02/01/1990","408.90","418.80","430.30","407.50","","-2.13%"
"01/01/1990","417.80","401.00","427.00","394.50","","3.11%"
"12/01/1989","405.20","418.20","424.20","400.10","","-2.95%"
"11/01/1989","417.50","377.70","419.70","375.70","","10.57%"
"10/01/1989","377.60","371.20","382.30","364.30","","1.51%"
"09/01/1989","372.00","365.70","376.70","360.60","","1.81%"
"08/01/1989","365.40","378.50","382.50","364.60","","-3.51%"
"07/01/1989","378.70","379.50","390.80","369.00","","0.37%"
"06/01/1989","377.30","366.30","384.80","360.50","","2.95%"
"05/01/1989","366.50","377.80","383.00","360.60","","-3.68%"
"04/01/1989","380.50","390.30","396.90","379.60","","-2.44%"
"03/01/1989","390.00","388.20","400.20","381.80","","-0.10%"
"02/01/1989","390.40","396.00","401.20","382.00","","-1.36%"
