"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2023","2,004.10","1,865.40","2,047.90","1,848.60","71.23K","8.14%"
"02/01/2023","1,853.20","1,959.70","1,992.10","1,827.60","111.60K","-5.55%"
"01/01/2023","1,962.20","1,847.20","1,966.60","1,846.10","1.02M","6.51%"
"12/01/2022","1,842.20","1,798.00","1,857.00","1,793.60","85.55K","3.78%"
"11/01/2022","1,775.10","1,649.90","1,806.00","1,632.40","983.80K","7.26%"
"10/01/2022","1,654.90","1,682.40","1,751.60","1,635.00","162.45K","-1.78%"
"09/01/2022","1,684.90","1,723.00","1,746.40","1,622.20","3.83M","-2.39%"
"08/01/2022","1,726.20","1,782.50","1,824.60","1,720.60","3.19M","-3.12%"
"07/01/2022","1,781.80","1,814.80","1,823.90","1,686.30","445.17K","-1.41%"
"06/01/2022","1,807.30","1,840.00","1,882.50","1,802.50","3.33M","-2.22%"
"05/01/2022","1,848.40","1,896.20","1,910.70","1,785.00","3.83M","-3.31%"
"04/01/2022","1,911.70","1,942.40","2,003.00","1,870.90","3.15M","-2.16%"
"03/01/2022","1,954.00","1,908.40","2,078.80","1,888.30","4.88M","2.80%"
"02/01/2022","1,900.70","1,798.90","1,976.50","1,788.50","3.90M","5.81%"
"01/01/2022","1,796.40","1,830.10","1,854.20","1,780.60","4.33M","-1.76%"
"12/01/2021","1,828.60","1,777.40","1,831.40","1,753.00","2.88M","2.93%"
"11/01/2021","1,776.50","1,785.30","1,879.50","1,758.50","4.73M","-0.41%"
"10/01/2021","1,783.90","1,757.20","1,815.50","1,745.40","3.92M","1.53%"
"09/01/2021","1,757.00","1,816.70","1,836.90","1,721.10","3.65M","-3.36%"
"08/01/2021","1,818.10","1,817.00","1,835.90","1,677.90","3.66M","0.05%"
"07/01/2021","1,817.20","1,770.80","1,837.50","1,765.90","4.37M","2.57%"
"06/01/2021","1,771.60","1,906.80","1,919.20","1,750.10","4.62M","-7.02%"
"05/01/2021","1,905.30","1,768.10","1,913.30","1,765.60","4.94M","7.78%"
"04/01/2021","1,767.70","1,709.00","1,798.40","1,706.40","3.43M","3.04%"
"03/01/2021","1,715.60","1,732.80","1,757.40","1,673.30","5.08M","-0.76%"
"02/01/2021","1,728.80","1,865.00","1,876.00","1,714.90","4.33M","-6.57%"
"01/01/2021","1,850.30","1,908.20","1,962.50","1,800.80","4.89M","-2.36%"
"12/01/2020","1,895.10","1,780.30","1,912.00","1,778.40","3.82M","6.41%"
"11/01/2020","1,780.90","1,877.00","1,966.10","1,767.20","4.94M","-5.27%"
"10/01/2020","1,879.90","1,891.20","1,939.40","1,859.20","4.42M","-0.82%"
"09/01/2020","1,895.50","1,973.70","2,001.20","1,851.00","5.92M","-4.20%"
"08/01/2020","1,978.60","1,997.40","2,089.20","1,874.20","7.18M","-0.37%"
"07/01/2020","1,985.90","1,798.90","2,005.40","1,766.30","5.81M","10.30%"
"06/01/2020","1,800.50","1,749.80","1,804.00","1,671.70","4.15M","2.79%"
"05/01/2020","1,751.70","1,693.50","1,775.80","1,676.00","4.06M","3.39%"
"04/01/2020","1,694.20","1,589.40","1,788.80","1,576.00","3.96M","6.11%"
"03/01/2020","1,596.60","1,592.80","1,704.30","1,450.90","8.47M","1.91%"
"02/01/2020","1,566.70","1,597.80","1,691.70","1,551.10","7.43M","-1.34%"
"01/01/2020","1,587.90","1,521.00","1,613.30","1,519.70","8.01M","4.25%"
"12/01/2019","1,523.10","1,470.30","1,529.00","1,459.80","5.07M","3.42%"
"11/01/2019","1,472.70","1,515.10","1,519.00","1,446.20","7.05M","-2.78%"
"10/01/2019","1,514.80","1,478.00","1,525.80","1,465.00","7.63M","2.84%"
"09/01/2019","1,472.90","1,535.20","1,566.20","1,470.50","8.16M","-3.69%"
"08/01/2019","1,529.40","1,425.60","1,565.00","1,412.10","9.04M","6.37%"
"07/01/2019","1,437.80","1,401.80","1,454.40","1,384.70","8.11M","1.70%"
"06/01/2019","1,413.70","1,312.50","1,442.90","1,310.90","7.03M","7.83%"
"05/01/2019","1,311.10","1,284.20","1,311.90","1,267.30","5.92M","1.98%"
"04/01/2019","1,285.70","1,295.90","1,314.70","1,267.90","4.90M","-0.99%"
"03/01/2019","1,298.50","1,315.90","1,324.50","1,280.80","5.44M","-1.34%"
"02/01/2019","1,316.10","1,323.00","1,349.80","1,304.70","3.67M","-0.69%"
"01/01/2019","1,325.20","1,285.00","1,331.10","1,275.30","5.00M","3.43%"
"12/01/2018","1,281.30","1,228.60","1,286.50","1,228.50","3.93M","4.51%"
"11/01/2018","1,226.00","1,216.60","1,239.30","1,196.60","5.14M","0.91%"
"10/01/2018","1,215.00","1,196.10","1,246.00","1,186.00","6.22M","1.57%"
"09/01/2018","1,196.20","1,207.00","1,218.00","1,184.30","5.24M","-0.87%"
"08/01/2018","1,206.70","1,232.70","1,233.70","1,167.10","6.04M","-2.18%"
"07/01/2018","1,233.60","1,253.40","1,266.90","1,210.70","5.84M","-1.67%"
"06/01/2018","1,254.50","1,303.00","1,313.00","1,246.90","5.48M","-3.85%"
"05/01/2018","1,304.70","1,316.00","1,326.30","1,281.20","7.34M","-1.10%"
"04/01/2018","1,319.20","1,330.70","1,369.40","1,310.70","6.38M","-0.61%"
"03/01/2018","1,327.30","1,319.30","1,356.80","1,303.60","6.27M","0.71%"
"02/01/2018","1,317.90","1,348.20","1,364.40","1,309.00","5.75M","-1.88%"
"01/01/2018","1,343.10","1,305.30","1,365.40","1,304.60","7.55M","2.58%"
"12/01/2017","1,309.30","1,277.90","1,309.80","1,238.30","4.98M","2.55%"
"11/01/2017","1,276.70","1,271.80","1,300.40","1,265.90","7.44M","0.49%"
"10/01/2017","1,270.50","1,282.20","1,308.40","1,262.80","6.43M","-1.11%"
"09/01/2017","1,284.80","1,326.90","1,362.40","1,278.20","6.62M","-2.83%"
"08/01/2017","1,322.20","1,275.60","1,331.90","1,257.10","6.55M","3.83%"
"07/01/2017","1,273.40","1,241.70","1,277.30","1,204.00","4.85M","2.50%"
"06/01/2017","1,242.30","1,271.60","1,298.80","1,236.50","4.67M","-2.60%"
"05/01/2017","1,275.40","1,269.60","1,276.80","1,214.30","5.37M","0.56%"
"04/01/2017","1,268.30","1,251.90","1,297.40","1,245.40","4.43M","1.37%"
"03/01/2017","1,251.20","1,248.50","1,261.00","1,194.50","5.08M","-0.22%"
"02/01/2017","1,253.90","1,212.20","1,264.90","1,199.70","4.17M","3.51%"
"01/01/2017","1,211.40","1,151.40","1,220.10","1,146.50","4.85M","5.18%"
"12/01/2016","1,151.70","1,175.10","1,190.20","1,124.30","3.30M","-1.89%"
"11/01/2016","1,173.90","1,277.80","1,338.30","1,170.30","5.98M","-7.79%"
"10/01/2016","1,273.10","1,321.00","1,322.60","1,243.20","3.49M","-3.34%"
"09/01/2016","1,317.10","1,311.70","1,357.60","1,305.50","3.66M","0.43%"
"08/01/2016","1,311.40","1,357.20","1,374.20","1,306.90","3.98M","-3.40%"
"07/01/2016","1,357.50","1,324.80","1,377.50","1,310.70","4.61M","2.79%"
"06/01/2016","1,320.60","1,217.90","1,362.60","1,208.20","4.54M","8.47%"
"05/01/2016","1,217.50","1,293.20","1,306.00","1,201.50","4.63M","-5.66%"
"04/01/2016","1,290.50","1,234.10","1,299.00","1,210.30","3.66M","4.44%"
"03/01/2016","1,235.60","1,238.90","1,287.80","1,206.00","4.59M","0.10%"
"02/01/2016","1,234.40","1,118.00","1,263.90","1,115.30","4.08M","10.57%"
"01/01/2016","1,116.40","1,061.50","1,128.00","1,061.00","3.23M","5.30%"
"12/01/2015","1,060.20","1,064.60","1,088.30","1,045.40","2.56M","-0.48%"
"11/01/2015","1,065.30","1,141.30","1,142.70","1,051.60","3.17M","-6.67%"
"10/01/2015","1,141.40","1,114.50","1,191.70","1,103.80","2.91M","2.35%"
"09/01/2015","1,115.20","1,133.80","1,156.40","1,097.70","2.67M","-1.53%"
"08/01/2015","1,132.50","1,095.10","1,169.80","1,080.20","3.18M","3.42%"
"07/01/2015","1,095.10","1,172.40","1,174.40","1,072.30","3.60M","-6.55%"
"06/01/2015","1,171.80","1,189.80","1,205.70","1,162.10","2.70M","-1.51%"
"05/01/2015","1,189.80","1,183.70","1,232.00","1,168.40","2.95M","0.63%"
"04/01/2015","1,182.40","1,183.20","1,224.50","1,174.10","2.87M","-0.07%"
"03/01/2015","1,183.20","1,213.80","1,223.00","1,141.60","3.42M","-2.46%"
"02/01/2015","1,213.10","1,283.00","1,286.50","1,190.00","2.39M","-5.17%"
"01/01/2015","1,279.20","1,184.00","1,307.80","1,167.30","3.64M","8.03%"
"12/01/2014","1,184.10","1,159.40","1,239.00","1,141.70","3.10M","0.73%"
"11/01/2014","1,175.50","1,171.10","1,207.60","1,130.40","3.77M","0.33%"
"10/01/2014","1,171.60","1,209.40","1,255.60","1,160.50","3.49M","-3.30%"
"09/01/2014","1,211.60","1,288.50","1,290.90","1,204.30","2.97M","-5.89%"
"08/01/2014","1,287.40","1,284.20","1,324.30","1,273.40","2.19M","0.36%"
"07/01/2014","1,282.80","1,327.50","1,346.80","1,281.30","3.07M","-2.97%"
"06/01/2014","1,322.00","1,250.50","1,330.40","1,240.20","2.38M","6.10%"
"05/01/2014","1,246.00","1,291.90","1,315.80","1,242.20","2.88M","-3.85%"
"04/01/2014","1,295.90","1,284.60","1,331.40","1,268.40","2.49M","0.94%"
"03/01/2014","1,283.80","1,332.40","1,392.60","1,282.70","3.37M","-2.86%"
"02/01/2014","1,321.60","1,242.00","1,345.60","1,240.40","2.40M","6.60%"
"01/01/2014","1,239.80","1,204.50","1,279.80","1,202.50","2.93M","3.12%"
"12/01/2013","1,202.30","1,250.60","1,267.50","1,181.40","2.62M","-3.85%"
"11/01/2013","1,250.40","1,323.10","1,327.30","1,225.70","2.76M","-5.54%"
"10/01/2013","1,323.70","1,328.20","1,361.80","1,251.00","3.28M","-0.25%"
"09/01/2013","1,327.00","1,394.00","1,416.40","1,291.50","3.11M","-4.95%"
"08/01/2013","1,396.10","1,323.40","1,434.00","1,271.80","3.22M","6.33%"
"07/01/2013","1,313.00","1,232.90","1,348.70","1,206.90","3.68M","7.30%"
"06/01/2013","1,223.70","1,388.80","1,423.30","1,179.40","3.49M","-12.15%"
"05/01/2013","1,393.00","1,475.60","1,487.20","1,336.30","4.33M","-5.37%"
"04/01/2013","1,472.10","1,598.10","1,604.30","1,321.50","4.83M","-7.75%"
"03/01/2013","1,595.70","1,578.50","1,616.50","1,560.40","2.94M","1.12%"
"02/01/2013","1,578.10","1,665.20","1,687.00","1,554.30","3.31M","-5.05%"
"01/01/2013","1,662.00","1,676.40","1,697.80","1,626.00","3.34M","-0.82%"
"12/01/2012","1,675.80","1,715.50","1,725.00","1,636.00","2.45M","-2.15%"
"11/01/2012","1,712.70","1,720.40","1,755.00","1,672.50","3.45M","-0.37%"
"10/01/2012","1,719.10","1,773.70","1,798.10","1,698.70","2.93M","-3.09%"
"09/01/2012","1,773.90","1,693.40","1,790.00","1,687.60","3.16M","5.11%"
"08/01/2012","1,687.60","1,617.50","1,695.50","1,586.30","2.56M","4.52%"
"07/01/2012","1,614.60","1,599.60","1,633.30","1,554.40","2.93M","0.65%"
"06/01/2012","1,604.20","1,561.80","1,642.40","1,545.50","3.27M","2.56%"
"05/01/2012","1,564.20","1,666.10","1,672.30","1,526.70","3.94M","-6.01%"
"04/01/2012","1,664.20","1,671.50","1,685.40","1,613.00","2.58M","-0.46%"
"03/01/2012","1,671.90","1,695.60","1,727.30","1,627.50","3.87M","-2.30%"
"02/01/2012","1,711.30","1,739.80","1,792.70","1,688.40","3.23M","-1.67%"
"01/01/2012","1,740.40","1,571.00","1,750.60","1,566.80","3.16M","11.08%"
"12/01/2011","1,566.80","1,752.50","1,767.10","1,523.90","2.69M","-10.48%"
"11/01/2011","1,750.30","1,715.70","1,804.40","1,667.10","3.30M","1.45%"
"10/01/2011","1,725.20","1,625.10","1,754.00","1,596.60","2.86M","6.34%"
"09/01/2011","1,622.30","1,826.20","1,923.70","1,535.00","4.91M","-11.43%"
"08/01/2011","1,831.70","1,622.20","1,917.90","1,608.20","5.78M","12.29%"
"07/01/2011","1,631.20","1,501.50","1,637.50","1,478.30","3.35M","8.54%"
"06/01/2011","1,502.80","1,536.60","1,559.30","1,490.80","2.86M","-2.21%"
"05/01/2011","1,536.80","1,566.80","1,577.40","1,462.50","4.03M","-1.26%"
"04/01/2011","1,556.40","1,433.80","1,569.80","1,413.50","2.91M","8.09%"
"03/01/2011","1,439.90","1,411.60","1,448.60","1,380.70","3.60M","2.13%"
"02/01/2011","1,409.90","1,334.00","1,418.80","1,325.40","2.52M","5.65%"
"01/01/2011","1,334.50","1,420.40","1,424.40","1,309.10","3.65M","-6.11%"
"12/01/2010","1,421.40","1,387.70","1,432.50","1,361.60","2.63M","2.55%"
"11/01/2010","1,386.10","1,359.70","1,424.30","1,325.50","4.35M","2.10%"
"10/01/2010","1,357.60","1,309.60","1,388.10","1,307.30","3.43M","3.67%"
"09/01/2010","1,309.60","1,250.30","1,317.50","1,237.90","2.42M","4.74%"
"08/01/2010","1,250.30","1,183.80","1,251.80","1,176.70","1.96M","5.61%"
"07/01/2010","1,183.90","1,243.00","1,244.80","1,155.60","3.00M","-4.98%"
"06/01/2010","1,245.90","1,216.70","1,266.50","1,198.10","2.66M","2.54%"
"05/01/2010","1,215.00","1,181.00","1,249.70","1,156.20","3.78M","2.91%"
"04/01/2010","1,180.70","1,114.60","1,182.50","1,112.30","2.73M","5.94%"
"03/01/2010","1,114.50","1,119.00","1,145.80","1,084.80","3.47M","-0.39%"
"02/01/2010","1,118.90","1,081.90","1,131.50","1,044.50","3.36M","3.24%"
"01/01/2010","1,083.80","1,099.00","1,163.00","1,074.40","3.65M","-1.13%"
"12/01/2009","1,096.20","1,181.40","1,227.50","1,075.20","3.77M","-7.28%"
"11/01/2009","1,182.30","1,043.40","1,196.80","1,042.20","3.58M","13.64%"
"10/01/2009","1,040.40","1,008.30","1,072.00","987.00","3.02M","3.08%"
"09/01/2009","1,009.30","952.00","1,025.80","947.50","2.60M","5.85%"
"08/01/2009","953.50","954.50","974.30","931.30","1.62M","-0.24%"
"07/01/2009","955.80","926.10","960.00","904.80","2.11M","3.06%"
"06/01/2009","927.40","981.00","992.10","913.20","2.09M","-5.40%"
"05/01/2009","980.30","888.90","982.00","880.50","2.05M","10.00%"
"04/01/2009","891.20","920.00","935.80","865.00","1.65M","-3.65%"
"03/01/2009","925.00","940.30","967.80","882.70","2.64M","-1.86%"
"02/01/2009","942.50","924.60","1,007.70","890.30","2.25M","1.52%"
"01/01/2009","928.40","883.00","931.30","801.50","2.42M","4.99%"
"12/01/2008","884.30","819.00","892.00","741.20","1.77M","7.97%"
"11/01/2008","819.00","727.00","833.50","698.20","2.25M","14.04%"
"10/01/2008","718.20","876.90","936.30","681.00","2.85M","-18.46%"
"09/01/2008","880.80","842.20","932.00","739.80","3.80M","5.46%"
"08/01/2008","835.20","922.90","926.00","777.70","2.77M","-9.48%"
"07/01/2008","922.70","928.00","989.60","902.70","3.53M","-0.60%"
"06/01/2008","928.30","891.30","937.70","859.60","2.47M","4.13%"
"05/01/2008","891.50","879.00","935.40","846.40","2.77M","3.05%"
"04/01/2008","865.10","920.50","956.20","864.10","2.56M","-6.12%"
"03/01/2008","921.50","975.60","1,033.90","904.70","3.19M","-5.49%"
"02/01/2008","975.00","929.80","978.50","888.40","2.41M","5.06%"
"01/01/2008","928.00","837.50","942.20","837.50","3.12M","10.74%"
"12/01/2007","838.00","789.40","847.40","783.00","1.53M","6.20%"
"11/01/2007","789.10","799.40","848.00","773.40","3.11M","-0.78%"
"10/01/2007","795.30","750.60","800.80","726.30","2.34M","6.04%"
"09/01/2007","750.00","681.90","752.80","680.10","1.88M","9.99%"
"08/01/2007","681.90","675.30","688.10","651.60","1.52M","0.38%"
"07/01/2007","679.30","651.60","688.40","646.70","1.74M","4.36%"
"06/01/2007","650.90","666.50","679.50","641.10","1.40M","-2.37%"
"05/01/2007","666.70","681.20","693.30","651.50","1.75M","-2.46%"
"04/01/2007","683.50","671.10","698.00","661.70","1.30M","2.17%"
"03/01/2007","669.00","672.80","680.20","634.50","1.62M","-0.52%"
"02/01/2007","672.50","658.50","692.50","648.00","1.41M","2.22%"
"01/01/2007","657.90","639.20","660.70","603.00","1.48M","3.12%"
"12/01/2006","638.00","655.00","655.80","615.00","758.89K","-2.28%"
"11/01/2006","652.90","607.50","654.50","607.50","921.26K","7.60%"
"10/01/2006","606.80","606.20","613.20","563.00","739.09K","0.43%"
"09/01/2006","604.20","633.60","648.70","576.50","791.58K","-4.73%"
"08/01/2006","634.20","646.50","668.20","615.50","740.73K","-1.95%"
"07/01/2006","646.80","627.00","677.50","602.50","998.44K","5.00%"
"06/01/2006","616.00","649.80","651.30","546.40","1.05M","-5.08%"
"05/01/2006","649.00","656.80","732.00","636.50","1.65M","-0.84%"
"04/01/2006","654.50","587.80","658.20","586.30","1.16M","11.56%"
"03/01/2006","586.70","563.10","594.60","534.50","1.56M","4.04%"
"02/01/2006","563.90","575.10","579.50","537.80","1.08M","-2.02%"
"01/01/2006","575.50","519.90","577.30","517.60","1.51M","10.74%"
"12/01/2005","519.70","498.00","544.50","492.20","1.06M","4.21%"
"11/01/2005","498.70","466.50","506.70","456.10","1.36M","6.81%"
"10/01/2005","466.90","471.50","483.10","462.00","1.10M","-1.14%"
"09/01/2005","472.30","438.40","479.00","438.30","1.29M","7.81%"
"08/01/2005","438.10","435.40","455.30","433.50","1.16M","0.53%"
"07/01/2005","435.80","436.50","438.20","418.20","1.08M","-0.30%"
"06/01/2005","437.10","418.70","445.40","416.70","1.17M","4.34%"
"05/01/2005","418.90","435.70","436.00","415.80","1.09M","-3.94%"
"04/01/2005","436.10","431.10","439.10","423.50","818.81K","1.16%"
"03/01/2005","431.10","437.50","448.00","423.40","1.18M","-1.49%"
"02/01/2005","437.60","424.30","439.30","411.50","825.16K","3.18%"
"01/01/2005","424.10","438.90","438.90","417.20","1.15M","-3.26%"
"12/01/2004","438.40","453.40","458.70","432.90","981.97K","-3.27%"
"11/01/2004","453.20","430.50","457.00","418.00","1.37M","5.54%"
"10/01/2004","429.40","420.40","432.00","410.50","1.01M","2.14%"
"09/01/2004","420.40","412.10","420.80","396.90","881.01K","1.94%"
"08/01/2004","412.40","395.00","416.80","391.20","878.66K","4.75%"
"07/01/2004","393.70","393.30","409.60","385.50","1.09M","0.18%"
"06/01/2004","393.00","396.00","405.60","382.50","865.19K","-0.48%"
"05/01/2004","394.90","388.90","398.00","371.30","986.07K","1.91%"
"04/01/2004","387.50","427.50","433.00","377.00","1.12M","-9.53%"
"03/01/2004","428.30","397.50","428.50","388.20","1.22M","7.94%"
"02/01/2004","396.80","403.10","418.00","391.00","857.40K","-1.51%"
"01/01/2004","402.90","416.80","431.50","397.50","1.20M","-3.17%"
"12/01/2003","416.10","398.90","418.40","397.80","710.09K","4.86%"
"11/01/2003","396.80","384.70","402.00","376.50","996.72K","3.17%"
"10/01/2003","384.60","385.90","393.00","366.50","1.01M","-0.39%"
"09/01/2003","386.10","376.80","394.80","370.70","911.76K","2.47%"
"08/01/2003","376.80","356.00","379.00","346.00","741.88K","5.90%"
"07/01/2003","355.80","346.40","367.70","340.60","832.40K","2.74%"
"06/01/2003","346.30","364.00","370.50","343.30","758.31K","-5.28%"
"05/01/2003","365.60","339.20","374.90","338.50","849.28K","7.72%"
"04/01/2003","339.40","335.70","340.40","319.80","615.89K","0.74%"
"03/01/2003","336.90","349.80","358.80","325.80","757.50K","-3.83%"
"02/01/2003","350.30","368.90","390.80","342.40","844.34K","-5.09%"
"01/01/2003","369.10","347.60","373.70","342.80","845.17K","6.00%"
"12/01/2002","348.20","319.10","355.70","316.60","704.46K","9.91%"
"11/01/2002","316.80","318.30","325.40","316.50","558.88K","-0.50%"
"10/01/2002","318.40","324.30","325.50","309.10","645.19K","-2.09%"
"09/01/2002","325.20","313.80","329.30","312.60","585.81K","3.60%"
"08/01/2002","313.90","305.20","319.70","300.30","528.50K","2.85%"
"07/01/2002","305.20","314.50","326.10","300.50","707.86K","-2.77%"
"06/01/2002","313.90","327.50","331.50","310.50","637.19K","-4.15%"
"05/01/2002","327.50","309.10","330.20","306.50","777.47K","5.92%"
"04/01/2002","309.20","304.00","312.90","298.00","534.75K","1.81%"
"03/01/2002","303.70","297.40","305.80","288.30","459.26K","2.22%"
"02/01/2002","297.10","283.00","309.40","282.40","562.30K","5.02%"
"01/01/2002","282.90","279.50","289.90","277.20","537.17K","1.40%"
"12/01/2001","279.00","275.20","281.40","271.70","321.84K","1.49%"
"11/01/2001","274.90","280.50","282.50","271.90","396.69K","-2.00%"
"10/01/2001","280.50","293.70","295.90","275.50","447.68K","-4.59%"
"09/01/2001","294.00","276.10","300.00","272.70","289.49K","6.33%"
"08/01/2001","276.50","269.20","283.80","268.40","509.51K","2.71%"
"07/01/2001","269.20","271.50","272.10","264.80","433.88K","-0.77%"
"06/01/2001","271.30","266.80","279.80","265.50","437.15K","1.65%"
"05/01/2001","266.90","264.30","298.60","264.10","688.58K","0.95%"
"04/01/2001","264.40","259.10","267.50","255.80","334.98K","2.01%"
"03/01/2001","259.20","267.70","274.70","258.00","549.34K","-3.21%"
"02/01/2001","267.80","267.80","270.90","255.10","400.27K","-0.07%"
"01/01/2001","268.00","273.80","275.00","262.00","488.25K","-2.05%"
"12/01/2000","273.60","273.20","278.50","270.30","343.61K","0.11%"
"11/01/2000","273.30","266.50","273.50","264.50","689.58K","2.59%"
"10/01/2000","266.40","277.30","279.90","263.50","409.41K","-3.79%"
"09/01/2000","276.90","281.90","282.50","271.70","387.21K","-1.84%"
"08/01/2000","282.10","283.40","285.00","275.30","343.57K","-0.39%"
"07/01/2000","283.20","289.70","289.70","277.70","369.66K","-2.85%"
"06/01/2000","291.50","275.40","296.50","274.80","591.35K","6.08%"
"05/01/2000","274.80","274.80","284.00","269.50","475.19K","0.04%"
"04/01/2000","274.70","281.50","291.50","274.00","332.99K","-2.38%"
"03/01/2000","281.40","294.20","296.20","274.80","550.89K","-4.35%"
"02/01/2000","294.20","286.00","326.90","285.00","742.60K","2.80%"
"01/01/2000","286.20","289.50","291.80","280.00","414.02K","-1.17%"
"12/01/1999","289.60","293.00","294.00","276.20","412.23K","-1.16%"
"11/01/1999","293.00","299.70","300.40","288.00","372.59K","-2.43%"
"10/01/1999","300.30","299.10","339.00","287.60","807.28K","0.27%"
"09/01/1999","299.50","257.50","329.00","254.80","987.93K","16.40%"
"08/01/1999","257.30","258.80","264.70","253.80","628.99K","-0.58%"
"07/01/1999","258.80","263.50","264.70","253.20","651.84K","-1.82%"
"06/01/1999","263.60","271.50","272.00","258.50","529.11K","-3.09%"
"05/01/1999","272.00","287.90","291.20","267.90","755.60K","-5.49%"
"04/01/1999","287.80","281.90","289.00","279.10","522.57K","2.09%"
"03/01/1999","281.90","288.00","296.50","278.50","808.88K","-2.22%"
"02/01/1999","288.30","288.50","292.60","285.00","463.83K","0.03%"
"01/01/1999","288.20","289.60","294.30","282.50","610.54K","-0.35%"
"12/01/1998","289.20","295.00","299.50","286.50","474.88K","-2.00%"
"11/01/1998","295.10","294.00","299.10","288.70","485.99K","0.48%"
"10/01/1998","293.70","299.10","306.90","292.00","667.95K","-1.77%"
"09/01/1998","299.00","279.30","302.20","279.30","803.93K","7.21%"
"08/01/1998","278.90","291.00","294.80","273.80","614.54K","-3.99%"
"07/01/1998","290.50","297.80","299.70","289.10","538.02K","-2.55%"
"06/01/1998","298.10","295.40","301.60","285.60","655.72K","1.02%"
"05/01/1998","295.10","308.00","308.50","290.60","630.04K","-4.16%"
"04/01/1998","307.90","303.30","317.00","301.20","669.23K","1.52%"
"03/01/1998","303.30","300.00","306.80","287.30","609.14K","1.07%"
"02/01/1998","300.10","304.60","310.00","291.80","487.86K","-1.48%"
"01/01/1998","304.60","289.40","309.00","277.50","793.75K","5.07%"
"12/01/1997","289.90","298.50","299.10","283.30","509.44K","-2.36%"
"11/01/1997","296.90","312.10","316.90","295.10","534.30K","-4.87%"
"10/01/1997","312.10","336.60","342.10","308.00","847.16K","-7.36%"
"09/01/1997","336.90","327.00","337.90","321.00","701.88K","2.90%"
"08/01/1997","327.40","328.90","333.40","321.00","614.84K","-0.37%"
"07/01/1997","328.60","334.90","335.80","314.60","812.87K","-2.00%"
"06/01/1997","335.30","347.30","347.60","334.60","490.26K","-3.51%"
"05/01/1997","347.50","341.10","352.20","340.40","560.70K","1.85%"
"04/01/1997","341.20","354.30","355.10","339.50","460.53K","-3.62%"
"03/01/1997","354.00","365.10","366.00","346.30","613.91K","-3.04%"
"02/01/1997","365.10","346.30","365.50","338.50","761.35K","5.52%"
"01/01/1997","346.00","369.20","369.40","345.40","786.32K","-6.28%"
"12/01/1996","369.20","373.90","376.10","367.70","404.43K","-1.02%"
"11/01/1996","373.00","378.80","385.80","372.50","500.00K","-1.61%"
"10/01/1996","379.10","380.80","386.50","378.50","451.16K","-0.37%"
"09/01/1996","380.50","391.50","391.50","380.10","480.84K","-2.76%"
"08/01/1996","391.30","392.90","396.20","390.00","376.14K","-0.46%"
"07/01/1996","393.10","382.30","393.30","381.50","547.65K","3.01%"
"06/01/1996","381.60","394.30","394.30","381.50","508.21K","-3.25%"
"05/01/1996","394.40","393.50","398.00","389.80","582.68K","0.23%"
"04/01/1996","393.50","398.10","401.00","391.50","603.51K","-1.23%"
"03/01/1996","398.40","401.10","402.50","392.30","640.24K","-0.70%"
"02/01/1996","401.20","409.20","419.60","397.50","842.43K","-1.79%"
"01/01/1996","408.50","392.00","410.40","388.00","985.65K","5.26%"
"12/01/1995","388.10","387.60","392.40","386.70","359.01K","-0.13%"
