"Date","Close","Volume"
"1991-04-30T23:00:00.000Z","2,499.50","0"
"1991-05-31T23:00:00.000Z","2,414.80","0"
"1991-06-30T23:00:00.000Z","2,588.80","0"
"1991-07-31T23:00:00.000Z","2,645.70","0"
"1991-08-31T23:00:00.000Z","2,621.70","0"
"1991-09-30T23:00:00.000Z","2,566.00","0"
"1991-11-01T00:00:00.000Z","2,420.20","0"
"1991-12-01T00:00:00.000Z","2,493.10","0"
"1992-01-01T00:00:00.000Z","2,571.20","0"
"1992-02-01T00:00:00.000Z","2,562.10","0"
"1992-03-01T00:00:00.000Z","2,440.10","0"
"1992-03-31T23:00:00.000Z","2,654.10","0"
"1992-04-30T23:00:00.000Z","2,707.60","0"
"1992-05-31T23:00:00.000Z","2,521.20","0"
"1992-06-30T23:00:00.000Z","2,399.60","0"
"1992-07-31T23:00:00.000Z","2,312.60","0"
"1992-08-31T23:00:00.000Z","2,553.00","0"
"1992-09-30T23:00:00.000Z","2,658.30","0"
"1992-11-01T00:00:00.000Z","2,778.80","0"
"1992-12-01T00:00:00.000Z","2,846.50","0"
"1993-01-01T00:00:00.000Z","2,807.20","0"
"1993-02-01T00:00:00.000Z","2,868.00","0"
"1993-03-01T00:00:00.000Z","2,878.70","0"
"1993-03-31T23:00:00.000Z","2,813.10","0"
"1993-04-30T23:00:00.000Z","2,840.70","0"
"1993-05-31T23:00:00.000Z","2,900.00","0"
"1993-06-30T23:00:00.000Z","2,926.50","0"
"1993-07-31T23:00:00.000Z","3,100.00","0"
"1993-08-31T23:00:00.000Z","3,037.50","0"
"1993-09-30T23:00:00.000Z","3,171.00","0"
"1993-11-01T00:00:00.000Z","3,166.90","0"
"1993-12-01T00:00:00.000Z","3,418.40","0"
"1994-01-01T00:00:00.000Z","3,491.80","0"
"1994-02-01T00:00:00.000Z","3,328.10","0"
"1994-03-01T00:00:00.000Z","3,086.40","0"
"1994-03-31T23:00:00.000Z","3,125.30","0"
"1994-04-30T23:00:00.000Z","2,970.50","0"
"1994-05-31T23:00:00.000Z","2,919.20","0"
"1994-06-30T23:00:00.000Z","3,082.60","0"
"1994-07-31T23:00:00.000Z","3,251.30","0"
"1994-08-31T23:00:00.000Z","3,026.30","0"
"1994-09-30T23:00:00.000Z","3,097.40","0"
"1994-11-01T00:00:00.000Z","3,081.40","0"
"1994-12-01T00:00:00.000Z","3,065.50","0"
"1995-01-01T00:00:00.000Z","2,991.60","0"
"1995-02-01T00:00:00.000Z","3,009.30","0"
"1995-03-01T00:00:00.000Z","3,137.90","0"
"1995-03-31T23:00:00.000Z","3,216.70","0"
"1995-04-30T23:00:00.000Z","3,319.40","0"
"1995-05-31T23:00:00.000Z","3,314.60","0"
"1995-06-30T23:00:00.000Z","3,463.30","0"
"1995-07-31T23:00:00.000Z","3,477.80","0"
"1995-08-31T23:00:00.000Z","3,508.20","0"
"1995-09-30T23:00:00.000Z","3,529.10","0"
"1995-11-01T00:00:00.000Z","3,664.30","0"
"1995-12-01T00:00:00.000Z","3,689.30","0"
"1996-01-01T00:00:00.000Z","3,759.30","0"
"1996-02-01T00:00:00.000Z","3,727.60","0"
"1996-03-01T00:00:00.000Z","3,699.70","0"
"1996-03-31T23:00:00.000Z","3,817.90","0"
"1996-04-30T23:00:00.000Z","3,747.80","0"
"1996-05-31T23:00:00.000Z","3,711.00","0"
"1996-06-30T23:00:00.000Z","3,703.20","0"
"1996-07-31T23:00:00.000Z","3,867.60","0"
"1996-08-31T23:00:00.000Z","3,953.70","0"
"1996-09-30T23:00:00.000Z","3,979.10","0"
"1996-11-01T00:00:00.000Z","4,058.00","0"
"1996-12-01T00:00:00.000Z","4,118.50","0"
"1997-01-01T00:00:00.000Z","4,275.80","0"
"1997-02-01T00:00:00.000Z","4,308.30","0"
"1997-03-01T00:00:00.000Z","4,312.90","0"
"1997-03-31T23:00:00.000Z","4,436.00","0"
"1997-04-30T23:00:00.000Z","4,621.30","0"
"1997-05-31T23:00:00.000Z","4,604.60","0"
"1997-06-30T23:00:00.000Z","4,907.50","0"
"1997-07-31T23:00:00.000Z","4,817.50","0"
"1997-08-31T23:00:00.000Z","5,244.20","0"
"1997-09-30T23:00:00.000Z","4,842.30","0"
"1997-11-01T00:00:00.000Z","4,831.80","0"
"1997-12-01T00:00:00.000Z","5,135.50","0"
"1998-01-01T00:00:00.000Z","5,458.50","0"
"1998-02-01T00:00:00.000Z","5,767.30","0"
"1998-03-01T00:00:00.000Z","5,932.20","0"
"1998-03-31T23:00:00.000Z","5,928.40","0"
"1998-04-30T23:00:00.000Z","5,870.70","0"
"1998-05-31T23:00:00.000Z","5,832.60","0"
"1998-06-30T23:00:00.000Z","5,837.10","0"
"1998-07-31T23:00:00.000Z","5,249.40","0"
"1998-08-31T23:00:00.000Z","5,064.40","0"
"1998-09-30T23:00:00.000Z","5,438.40","0"
"1998-11-01T00:00:00.000Z","5,743.90","0"
"1998-12-01T00:00:00.000Z","5,882.60","0"
"1999-01-01T00:00:00.000Z","5,896.00","12,746,070,000.00"
"1999-02-01T00:00:00.000Z","6,175.10","10,997,843,000.00"
"1999-03-01T00:00:00.000Z","6,295.30","13,258,784,000.00"
"1999-03-31T23:00:00.000Z","6,552.20","11,327,739,000.00"
"1999-04-30T23:00:00.000Z","6,226.20","10,403,578,000.00"
"1999-05-31T23:00:00.000Z","6,318.50","11,647,956,000.00"
"1999-06-30T23:00:00.000Z","6,231.90","11,878,815,000.00"
"1999-07-31T23:00:00.000Z","6,246.40","10,057,050,000.00"
"1999-08-31T23:00:00.000Z","6,029.80","11,775,277,000.00"
"1999-09-30T23:00:00.000Z","6,255.70","13,150,541,000.00"
"1999-11-01T00:00:00.000Z","6,597.20","16,793,563,000.00"
"1999-12-01T00:00:00.000Z","6,930.20","11,529,365,000.00"
"2000-01-01T00:00:00.000Z","6,268.50","17,143,844,000.00"
"2000-02-01T00:00:00.000Z","6,232.60","33,468,110,000.00"
"2000-03-01T00:00:00.000Z","6,540.20","24,499,272,000.00"
"2000-03-31T23:00:00.000Z","6,327.40","17,953,192,000.00"
"2000-04-30T23:00:00.000Z","6,359.40","19,121,841,000.00"
"2000-05-31T23:00:00.000Z","6,312.70","17,657,991,000.00"
"2000-06-30T23:00:00.000Z","6,365.30","16,688,347,000.00"
"2000-07-31T23:00:00.000Z","6,672.70","19,036,058,000.00"
"2000-08-31T23:00:00.000Z","6,294.20","20,830,932,000.00"
"2000-09-30T23:00:00.000Z","6,438.40","20,713,930,000.00"
"2000-11-01T00:00:00.000Z","6,142.20","20,611,042,000.00"
"2000-12-01T00:00:00.000Z","6,222.50","16,184,311,000.00"
"2001-01-01T00:00:00.000Z","6,297.50","27,872,842,000.00"
"2001-02-01T00:00:00.000Z","5,917.90","23,977,042,000.00"
"2001-03-01T00:00:00.000Z","5,633.70","27,732,111,000.00"
"2001-03-31T23:00:00.000Z","5,967.00","23,006,315,000.00"
"2001-04-30T23:00:00.000Z","5,796.20","25,749,874,000.00"
"2001-05-31T23:00:00.000Z","5,642.50","26,428,794,000.00"
"2001-06-30T23:00:00.000Z","5,529.10","27,218,149,000.00"
"2001-07-31T23:00:00.000Z","5,345.00","24,439,402,000.00"
"2001-08-31T23:00:00.000Z","4,903.40","34,128,664,000.00"
"2001-09-30T23:00:00.000Z","5,039.70","29,698,603,000.00"
"2001-11-01T00:00:00.000Z","5,203.60","31,085,113,000.00"
"2001-12-01T00:00:00.000Z","5,217.40","19,398,298,000.00"
"2002-01-01T00:00:00.000Z","5,164.80","27,209,708,000.00"
"2002-02-01T00:00:00.000Z","5,101.00","28,379,876,000.00"
"2002-03-01T00:00:00.000Z","5,271.80","26,766,432,000.00"
"2002-03-31T23:00:00.000Z","5,165.60","31,675,891,000.00"
"2002-04-30T23:00:00.000Z","5,085.10","33,410,901,000.00"
"2002-05-31T23:00:00.000Z","4,656.40","31,000,538,000.00"
"2002-06-30T23:00:00.000Z","4,246.20","44,350,087,000.00"
"2002-07-31T23:00:00.000Z","4,227.30","28,961,622,000.00"
"2002-08-31T23:00:00.000Z","3,721.80","35,426,907,000.00"
"2002-09-30T23:00:00.000Z","4,039.70","36,697,812,000.00"
"2002-11-01T00:00:00.000Z","4,169.40","40,891,688,000.00"
"2002-12-01T00:00:00.000Z","3,940.40","25,332,268,000.00"
"2003-01-01T00:00:00.000Z","3,567.40","38,479,501,000.00"
"2003-02-01T00:00:00.000Z","3,655.60","33,096,864,000.00"
"2003-03-01T00:00:00.000Z","3,613.30","37,217,666,000.00"
"2003-03-31T23:00:00.000Z","3,926.00","29,310,772,000.00"
"2003-04-30T23:00:00.000Z","4,048.10","31,531,355,000.00"
"2003-05-31T23:00:00.000Z","4,031.20","34,210,105,000.00"
"2003-06-30T23:00:00.000Z","4,157.00","36,504,021,900.00"
"2003-07-31T23:00:00.000Z","4,161.10","29,665,062,700.00"
"2003-08-31T23:00:00.000Z","4,091.30","40,698,786,200.00"
"2003-09-30T23:00:00.000Z","4,287.60","40,567,964,300.00"
"2003-11-01T00:00:00.000Z","4,342.60","34,775,662,100.00"
"2003-12-01T00:00:00.000Z","4,476.90","29,985,787,000.00"
"2004-01-01T00:00:00.000Z","4,390.70","39,868,724,200.00"
"2004-02-01T00:00:00.000Z","4,492.20","40,249,839,400.00"
"2004-03-01T00:00:00.000Z","4,385.70","42,624,016,800.00"
"2004-03-31T23:00:00.000Z","4,489.70","32,764,019,800.00"
"2004-04-30T23:00:00.000Z","4,430.70","32,739,429,300.00"
"2004-05-31T23:00:00.000Z","4,464.10","33,637,349,800.00"
"2004-06-30T23:00:00.000Z","4,413.10","34,559,558,300.00"
"2004-07-31T23:00:00.000Z","4,459.30","28,677,387,400.00"
"2004-08-31T23:00:00.000Z","4,570.80","35,555,566,800.00"
"2004-09-30T23:00:00.000Z","4,624.20","32,878,422,300.00"
"2004-11-01T00:00:00.000Z","4,703.20","33,887,966,500.00"
"2004-12-01T00:00:00.000Z","4,814.30","28,451,048,500.00"
"2005-01-01T00:00:00.000Z","4,852.30","31,489,218,700.00"
"2005-02-01T00:00:00.000Z","4,968.50","33,004,713,300.00"
"2005-03-01T00:00:00.000Z","4,894.40","34,739,240,300.00"
"2005-03-31T23:00:00.000Z","4,801.70","32,554,037,300.00"
"2005-04-30T23:00:00.000Z","4,964.00","30,835,431,600.00"
"2005-05-31T23:00:00.000Z","5,113.20","33,009,384,900.00"
"2005-06-30T23:00:00.000Z","5,282.30","35,914,811,800.00"
"2005-07-31T23:00:00.000Z","5,296.90","28,548,031,300.00"
"2005-08-31T23:00:00.000Z","5,477.70","32,549,434,600.00"
"2005-09-30T23:00:00.000Z","5,317.30","34,392,061,700.00"
"2005-11-01T00:00:00.000Z","5,423.20","39,097,398,000.00"
"2005-12-01T00:00:00.000Z","5,618.80","28,936,712,900.00"
"2006-01-01T00:00:00.000Z","5,760.30","39,158,472,700.00"
"2006-02-01T00:00:00.000Z","5,791.50","37,360,442,700.00"
"2006-03-01T00:00:00.000Z","5,964.60","44,156,359,200.00"
"2006-03-31T23:00:00.000Z","6,023.10","30,775,738,400.00"
"2006-04-30T23:00:00.000Z","5,723.80","40,051,489,900.00"
"2006-05-31T23:00:00.000Z","5,833.40","36,016,491,800.00"
"2006-06-30T23:00:00.000Z","5,928.30","28,208,524,900.00"
"2006-07-31T23:00:00.000Z","5,906.10","29,781,300,900.00"
"2006-08-31T23:00:00.000Z","5,960.80","31,844,288,700.00"
"2006-09-30T23:00:00.000Z","6,129.20","34,756,904,900.00"
"2006-11-01T00:00:00.000Z","6,048.90","35,409,313,400.00"
"2006-12-01T00:00:00.000Z","6,220.80","25,404,344,600.00"
"2007-01-01T00:00:00.000Z","6,203.10","36,903,883,400.00"
"2007-02-01T00:00:00.000Z","6,171.50","33,113,526,800.00"
"2007-03-01T00:00:00.000Z","6,308.00","40,662,590,600.00"
"2007-03-31T23:00:00.000Z","6,449.20","31,552,436,100.00"
"2007-04-30T23:00:00.000Z","6,621.50","40,045,493,000.00"
"2007-05-31T23:00:00.000Z","6,607.90","39,617,755,800.00"
"2007-06-30T23:00:00.000Z","6,360.10","38,493,758,200.00"
"2007-07-31T23:00:00.000Z","6,303.30","38,476,548,200.00"
"2007-08-31T23:00:00.000Z","6,466.80","35,732,252,900.00"
"2007-09-30T23:00:00.000Z","6,721.60","41,475,583,200.00"
"2007-11-01T00:00:00.000Z","6,432.50","32,517,377,600.00"
"2007-12-01T00:00:00.000Z","6,456.90","19,604,099,800.00"
"2008-01-01T00:00:00.000Z","5,879.80","34,401,653,400.00"
"2008-02-01T00:00:00.000Z","5,884.30","28,408,840,600.00"
"2008-03-01T00:00:00.000Z","5,702.10","30,218,452,400.00"
"2008-03-31T23:00:00.000Z","6,087.30","25,274,143,900.00"
"2008-04-30T23:00:00.000Z","6,053.50","23,305,545,700.00"
"2008-05-31T23:00:00.000Z","5,625.90","30,958,200,100.00"
"2008-06-30T23:00:00.000Z","5,411.90","38,130,751,300.00"
"2008-07-31T23:00:00.000Z","5,636.60","23,496,934,500.00"
"2008-08-31T23:00:00.000Z","4,902.50","34,049,796,200.00"
"2008-09-30T23:00:00.000Z","4,377.30","39,422,701,800.00"
"2008-11-01T00:00:00.000Z","4,288.00","26,771,142,200.00"
"2008-12-01T00:00:00.000Z","4,434.20","20,068,050,300.00"
"2009-01-01T00:00:00.000Z","4,149.60","27,430,125,500.00"
"2009-02-01T00:00:00.000Z","3,830.10","24,620,222,700.00"
"2009-03-01T00:00:00.000Z","3,926.10","32,520,602,600.00"
"2009-03-31T23:00:00.000Z","4,243.70","25,137,931,400.00"
"2009-04-30T23:00:00.000Z","4,417.90","22,926,029,100.00"
"2009-05-31T23:00:00.000Z","4,249.20","25,379,501,300.00"
"2009-06-30T23:00:00.000Z","4,608.40","22,705,926,400.00"
"2009-07-31T23:00:00.000Z","4,908.90","20,616,527,400.00"
"2009-08-31T23:00:00.000Z","5,133.90","22,518,435,400.00"
"2009-09-30T23:00:00.000Z","5,044.60","24,449,723,700.00"
"2009-11-01T00:00:00.000Z","5,190.70","21,821,867,000.00"
"2009-12-01T00:00:00.000Z","5,412.90","20,435,954,700.00"
"2010-01-01T00:00:00.000Z","5,188.50","22,411,336,500.00"
"2010-02-01T00:00:00.000Z","5,354.50","25,453,436,500.00"
"2010-03-01T00:00:00.000Z","5,679.60","25,031,230,400.00"
"2010-03-31T23:00:00.000Z","5,553.30","21,096,454,200.00"
"2010-04-30T23:00:00.000Z","5,188.40","30,624,328,300.00"
"2010-05-31T23:00:00.000Z","4,916.90","24,401,952,000.00"
"2010-06-30T23:00:00.000Z","5,258.00","20,927,401,400.00"
"2010-07-31T23:00:00.000Z","5,225.20","18,212,358,900.00"
"2010-08-31T23:00:00.000Z","5,548.60","17,869,511,900.00"
"2010-09-30T23:00:00.000Z","5,675.20","16,935,426,300.00"
"2010-11-01T00:00:00.000Z","5,528.30","19,371,404,300.00"
"2010-12-01T00:00:00.000Z","5,899.90","13,805,135,600.00"
"2011-01-01T00:00:00.000Z","5,862.90","17,841,124,600.00"
"2011-02-01T00:00:00.000Z","5,994.00","16,977,620,800.00"
"2011-03-01T00:00:00.000Z","5,908.80","19,735,351,900.00"
"2011-03-31T23:00:00.000Z","6,069.90","12,949,138,100.00"
"2011-04-30T23:00:00.000Z","5,990.00","17,884,230,800.00"
"2011-05-31T23:00:00.000Z","5,945.70","19,032,766,200.00"
"2011-06-30T23:00:00.000Z","5,815.20","17,010,630,200.00"
"2011-07-31T23:00:00.000Z","5,394.50","25,910,288,200.00"
"2011-08-31T23:00:00.000Z","5,128.50","20,702,669,900.00"
"2011-09-30T23:00:00.000Z","5,544.20","17,954,993,900.00"
"2011-11-01T00:00:00.000Z","5,505.40","21,152,667,800.00"
"2011-12-01T00:00:00.000Z","5,572.30","14,853,676,300.00"
"2012-01-01T00:00:00.000Z","5,681.60","19,750,352,900.00"
"2012-02-01T00:00:00.000Z","5,871.50","19,080,523,000.00"
"2012-03-01T00:00:00.000Z","5,768.50","21,190,270,200.00"
"2012-03-31T23:00:00.000Z","5,737.80","17,509,200,800.00"
"2012-04-30T23:00:00.000Z","5,320.90","19,821,912,700.00"
"2012-05-31T23:00:00.000Z","5,571.20","18,244,741,900.00"
"2012-06-30T23:00:00.000Z","5,635.30","14,704,975,600.00"
"2012-07-31T23:00:00.000Z","5,711.50","13,447,450,000.00"
"2012-08-31T23:00:00.000Z","5,742.10","16,517,517,300.00"
"2012-09-30T23:00:00.000Z","5,782.70","16,344,114,000.00"
"2012-11-01T00:00:00.000Z","5,866.80","16,159,586,000.00"
"2012-12-01T00:00:00.000Z","5,897.80","10,068,193,300.00"
"2013-01-01T00:00:00.000Z","6,276.90","14,215,886,300.00"
"2013-02-01T00:00:00.000Z","6,360.80","14,127,015,100.00"
"2013-03-01T00:00:00.000Z","6,411.70","15,791,228,900.00"
"2013-03-31T23:00:00.000Z","6,430.10","14,318,860,800.00"
"2013-04-30T23:00:00.000Z","6,583.10","15,759,714,300.00"
"2013-05-31T23:00:00.000Z","6,215.50","15,906,792,500.00"
"2013-06-30T23:00:00.000Z","6,621.10","14,667,037,000.00"
"2013-07-31T23:00:00.000Z","6,412.90","13,676,112,800.00"
"2013-08-31T23:00:00.000Z","6,462.20","15,309,122,900.00"
"2013-09-30T23:00:00.000Z","6,731.40","14,042,142,400.00"
"2013-11-01T00:00:00.000Z","6,650.60","12,583,322,200.00"
"2013-12-01T00:00:00.000Z","6,749.10","10,796,315,200.00"
"2014-01-01T00:00:00.000Z","6,510.40","15,183,203,400.00"
"2014-02-01T00:00:00.000Z","6,809.70","17,298,837,700.00"
"2014-03-01T00:00:00.000Z","6,598.40","18,328,722,100.00"
"2014-03-31T23:00:00.000Z","6,780.00","15,498,792,200.00"
"2014-04-30T23:00:00.000Z","6,844.50","13,894,805,500.00"
"2014-05-31T23:00:00.000Z","6,743.90","12,758,465,400.00"
"2014-06-30T23:00:00.000Z","6,730.10","13,168,689,700.00"
"2014-07-31T23:00:00.000Z","6,819.80","10,850,819,300.00"
"2014-08-31T23:00:00.000Z","6,622.70","15,417,322,100.00"
"2014-09-30T23:00:00.000Z","6,546.50","20,158,414,000.00"
"2014-11-01T00:00:00.000Z","6,722.60","14,266,358,300.00"
"2014-12-01T00:00:00.000Z","6,566.10","13,989,469,200.00"
"2015-01-01T00:00:00.000Z","6,749.40","15,644,596,100.00"
"2015-02-01T00:00:00.000Z","6,946.70","14,358,563,900.00"
"2015-03-01T00:00:00.000Z","6,773.00","17,391,381,400.00"
"2015-03-31T23:00:00.000Z","6,960.60","14,644,991,100.00"
"2015-04-30T23:00:00.000Z","6,984.40","15,318,287,400.00"
"2015-05-31T23:00:00.000Z","6,521.00","16,012,377,600.00"
"2015-06-30T23:00:00.000Z","6,696.30","15,435,132,500.00"
"2015-07-31T23:00:00.000Z","6,247.90","17,165,806,900.00"
"2015-08-31T23:00:00.000Z","6,061.60","17,973,431,900.00"
"2015-09-30T23:00:00.000Z","6,361.10","15,357,871,100.00"
"2015-11-01T00:00:00.000Z","6,356.10","14,168,990,400.00"
"2015-12-01T00:00:00.000Z","6,242.30","13,433,251,400.00"
"2016-01-01T00:00:00.000Z","6,083.80","17,403,133,600.00"
"2016-02-01T00:00:00.000Z","6,097.10","19,208,966,500.00"
"2016-03-01T00:00:00.000Z","6,174.90","16,590,666,300.00"
"2016-03-31T23:00:00.000Z","6,241.90","15,817,457,800.00"
"2016-04-30T23:00:00.000Z","6,230.80","15,018,082,100.00"
"2016-05-31T23:00:00.000Z","6,504.30","24,836,871,900.00"
"2016-06-30T23:00:00.000Z","6,724.40","19,192,240,800.00"
"2016-07-31T23:00:00.000Z","6,781.50","15,725,368,400.00"
"2016-08-31T23:00:00.000Z","6,899.30","18,132,999,100.00"
"2016-09-30T23:00:00.000Z","6,954.20","18,708,869,600.00"
"2016-11-01T00:00:00.000Z","6,783.80","20,197,573,900.00"
"2016-12-01T00:00:00.000Z","7,142.80","14,991,595,900.00"
"2017-01-01T00:00:00.000Z","7,099.20","17,444,698,300.00"
"2017-02-01T00:00:00.000Z","7,263.40","16,446,446,100.00"
"2017-03-01T00:00:00.000Z","7,322.90","20,039,972,500.00"
"2017-03-31T23:00:00.000Z","7,203.90","15,771,258,600.00"
"2017-04-30T23:00:00.000Z","7,520.00","18,338,797,800.00"
"2017-05-31T23:00:00.000Z","7,312.70","19,146,718,200.00"
"2017-06-30T23:00:00.000Z","7,372.00","16,029,984,200.00"
"2017-07-31T23:00:00.000Z","7,430.60","14,502,712,300.00"
"2017-08-31T23:00:00.000Z","7,372.80","15,456,243,700.00"
"2017-09-30T23:00:00.000Z","7,493.10","17,215,435,300.00"
"2017-11-01T00:00:00.000Z","7,326.70","18,219,002,800.00"
"2017-12-01T00:00:00.000Z","7,687.80","13,803,243,500.00"
"2018-01-01T00:00:00.000Z","7,533.60","16,511,936,800.00"
"2018-02-01T00:00:00.000Z","7,231.90","16,611,916,700.00"
"2018-03-01T00:00:00.000Z","7,056.60","17,113,890,000.00"
"2018-03-31T23:00:00.000Z","7,509.30","15,620,275,100.00"
"2018-04-30T23:00:00.000Z","7,678.20","18,687,364,400.00"
"2018-05-31T23:00:00.000Z","7,636.90","19,442,604,000.00"
"2018-06-30T23:00:00.000Z","7,748.80","15,591,645,900.00"
"2018-07-31T23:00:00.000Z","7,432.40","15,162,821,300.00"
"2018-08-31T23:00:00.000Z","7,510.20","14,865,089,900.00"
"2018-09-30T23:00:00.000Z","7,128.10","18,596,140,600.00"
"2018-11-01T00:00:00.000Z","6,980.20","18,276,805,900.00"
"2018-12-01T00:00:00.000Z","6,728.10","14,897,127,200.00"
"2019-01-01T00:00:00.000Z","6,968.90","14,980,085,300.00"
"2019-02-01T00:00:00.000Z","7,074.70","13,263,289,400.00"
"2019-03-01T00:00:00.000Z","7,279.20","15,186,032,200.00"
"2019-03-31T23:00:00.000Z","7,418.20","13,287,624,400.00"
"2019-04-30T23:00:00.000Z","7,161.70","15,295,061,400.00"
"2019-05-31T23:00:00.000Z","7,425.60","14,112,662,400.00"
"2019-06-30T23:00:00.000Z","7,586.80","14,244,748,100.00"
"2019-07-31T23:00:00.000Z","7,207.20","15,937,435,200.00"
"2019-08-31T23:00:00.000Z","7,408.20","15,855,477,100.00"
"2019-09-30T23:00:00.000Z","7,248.40","18,280,051,200.00"
"2019-11-01T00:00:00.000Z","7,346.50","14,294,070,300.00"
"2019-12-01T00:00:00.000Z","7,542.40","14,581,087,800.00"
"2020-01-01T00:00:00.000Z","7,286.00","13,224,760,700.00"
"2020-02-01T00:00:00.000Z","6,580.60","16,563,821,000.00"
"2020-03-01T00:00:00.000Z","5,672.00","37,413,728,800.00"
"2020-03-31T23:00:00.000Z","5,901.20","23,791,430,900.00"
"2020-04-30T23:00:00.000Z","6,076.60","21,094,713,000.00"
"2020-05-31T23:00:00.000Z","6,169.70","22,104,672,700.00"
"2020-06-30T23:00:00.000Z","5,897.80","16,153,869,800.00"
"2020-07-31T23:00:00.000Z","5,963.60","11,928,004,700.00"
"2020-08-31T23:00:00.000Z","5,866.10","16,805,999,200.00"
"2020-09-30T23:00:00.000Z","5,577.30","16,276,769,300.00"
"2020-11-01T00:00:00.000Z","6,266.20","23,345,270,900.00"
"2020-12-01T00:00:00.000Z","6,460.50","16,921,847,100.00"
"2021-01-01T00:00:00.000Z","6,407.50","15,274,136,000.00"
"2021-02-01T00:00:00.000Z","6,483.40","16,966,878,000.00"
"2021-03-01T00:00:00.000Z","6,713.60","17,975,344,300.00"
"2021-03-31T23:00:00.000Z","6,969.80","13,581,435,700.00"
"2021-04-30T23:00:00.000Z","7,022.60","14,313,218,800.00"
