"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2020","3.0325","3.0470","3.1140","2.9145","154.72K","-0.75%"
"08/01/2020","3.0555","2.8420","3.0600","2.7810","5.34K","6.20%"
"07/01/2020","2.8770","2.7305","2.9930","2.7065","1.42M","5.44%"
"06/01/2020","2.7285","2.4585","2.7370","2.4575","138.67K","12.08%"
"05/01/2020","2.4345","2.3400","2.4680","2.2840","937.48K","3.86%"
"04/01/2020","2.3440","2.2150","2.3950","2.1635","112.46K","5.02%"
"03/01/2020","2.2320","2.5220","2.6250","1.9725","1.84M","-12.13%"
"02/01/2020","2.5400","2.5110","2.6350","2.4910","250.02K","0.79%"
"01/01/2020","2.5200","2.8035","2.8860","2.5090","1.44M","-9.90%"
"12/01/2019","2.7970","2.6490","2.8550","2.6195","97.05K","5.31%"
"11/01/2019","2.6560","2.6505","2.7325","2.6210","13.26K","0.51%"
"10/01/2019","2.6425","2.5740","2.6970","2.5150","1.23M","2.48%"
"09/01/2019","2.5785","2.5365","2.6975","2.4925","116.60K","1.24%"
"08/01/2019","2.5470","2.6650","2.6700","2.5000","14.50K","-4.66%"
"07/01/2019","2.6715","2.7500","2.8030","2.6120","1.35M","-1.55%"
"06/01/2019","2.7135","2.6250","2.7525","2.6045","135.23K","2.76%"
"05/01/2019","2.6405","2.9075","2.9135","2.6355","1.49M","-9.07%"
"04/01/2019","2.9040","2.9500","2.9960","2.8600","144.35K","-1.21%"
"03/01/2019","2.9395","2.9435","2.9770","2.8345","1.26M","-0.29%"
"02/01/2019","2.9480","2.7835","2.9755","2.7600","149.76K","5.70%"
"01/01/2019","2.7890","2.6420","2.7985","2.5430","1.40M","6.01%"
"12/01/2018","2.6310","2.8300","2.8505","2.6245","100.32K","-5.58%"
"11/01/2018","2.7865","2.6720","2.8415","2.6660","11.15K","4.48%"
"10/01/2018","2.6670","2.8010","2.8665","2.6600","1.98M","-4.92%"
"09/01/2018","2.8050","2.6505","2.8565","2.5755","204.45K","5.27%"
